"time_window","accept_rate","request","long_waiting","longwait_percent1","longwait_percent4","longwait_percent2","longwait_percent3","Weather Weight_Longwait_percent4","Weather Weight_Longwait_percent2"
"09 10:20:00","0.95495495495495","111","6","0.072072072072072","0.059459459459459","0.057657657657658","0.054054054054054","0.059459459459459","0.057657657657658"
"09 10:40:00","0.89873417721519","158","15","0.14556962025316","0.11012658227848","0.10506329113924","0.094936708860759","0.11012658227848","0.10506329113924"
"09 11:00:00","0.88965517241379","145","13","0.1448275862069","0.10620689655172","0.10068965517241","0.089655172413793","0.10620689655172","0.10068965517241"
"09 11:20:00","0.92682926829268","123","5","0.056910569105691","0.045528455284553","0.04390243902439","0.040650406504065","0.045528455284553","0.04390243902439"
"09 11:40:00","0.8974358974359","117","14","0.17948717948718","0.13760683760684","0.13162393162393","0.11965811965812","0.13760683760684","0.13162393162393"
"09 12:00:00","0.92207792207792","77","2","0.038961038961039","0.02987012987013","0.028571428571429","0.025974025974026","0.02987012987013","0.028571428571429"
"09 12:20:00","0.925","80","4","0.075","0.0575","0.055","0.05","0.0575","0.055"
"09 12:40:00","0.92592592592593","81","6","0.098765432098765","0.081481481481481","0.079012345679012","0.074074074074074","0.081481481481481","0.079012345679012"
"09 13:00:00","0.875","80","3","0.05","0.04125","0.04","0.0375","0.04125","0.04"
"09 13:20:00","0.87155963302752","109","21","0.28440366972477","0.22018348623853","0.21100917431193","0.19266055045871","0.22018348623853","0.21100917431193"
"09 13:40:00","0.84782608695652","138","18","0.19565217391304","0.15","0.14347826086956","0.1304347826087","0.15","0.14347826086956"
"09 14:00:00","0.88732394366197","142","15","0.14788732394366","0.11830985915493","0.11408450704225","0.1056338028169","0.11830985915493","0.11408450704225"
"09 14:20:00","0.79268292682927","164","36","0.35975609756097","0.26158536585366","0.24756097560976","0.21951219512195","0.26158536585366","0.24756097560976"
"09 14:40:00","0.80459770114942","174","36","0.33908045977011","0.24655172413793","0.23333333333333","0.20689655172414","0.24655172413793","0.23333333333333"
"09 15:00:00","0.7877094972067","179","27","0.22346368715084","0.17262569832402","0.16536312849162","0.15083798882682","0.17262569832402","0.16536312849162"
"09 15:20:00","0.80310880829015","193","57","0.44041450777202","0.33886010362694","0.32435233160622","0.29533678756477","0.33886010362694","0.32435233160622"
"09 15:40:00","0.88950276243094","181","32","0.26519337016575","0.20331491712707","0.19447513812155","0.1767955801105","0.20331491712707","0.19447513812155"
"09 16:00:00","0.87951807228916","166","23","0.23493975903614","0.16746987951807","0.1578313253012","0.13855421686747","0.16746987951807","0.1578313253012"
"09 16:20:00","0.89032258064516","155","25","0.23870967741935","0.18451612903226","0.17677419354839","0.16129032258064","0.18451612903226","0.17677419354839"
"09 16:40:00","0.90076335877863","131","15","0.16793893129771","0.13053435114504","0.12519083969466","0.11450381679389","0.13053435114504","0.12519083969466"
"09 17:00:00","0.96581196581197","117","10","0.12820512820513","0.098290598290598","0.094017094017094","0.085470085470085","0.098290598290598","0.094017094017094"
"09 17:20:00","0.95283018867924","106","7","0.094339622641509","0.074528301886792","0.071698113207547","0.066037735849057","0.074528301886792","0.071698113207547"
"09 17:40:00","0.94117647058823","102","8","0.14705882352941","0.099019607843137","0.092156862745098","0.07843137254902","0.099019607843137","0.092156862745098"
"09 18:00:00","0.89090909090909","110","16","0.21818181818182","0.16727272727273","0.16","0.14545454545455","0.16727272727273","0.16"
"09 18:20:00","0.85840707964602","113","18","0.23008849557522","0.18053097345133","0.17345132743363","0.15929203539823","0.18053097345133","0.17345132743363"
"09 18:40:00","0.84375","96","11","0.1875","0.13645833333333","0.12916666666667","0.11458333333333","0.13645833333333","0.12916666666667"
"09 19:00:00","0.81609195402299","87","8","0.10344827586207","0.095402298850575","0.094252873563218","0.091954022988506","0.095402298850575","0.094252873563218"
"09 19:20:00","0.83950617283951","81","9","0.12345679012346","0.11481481481481","0.11358024691358","0.11111111111111","0.11481481481481","0.11358024691358"
"09 19:40:00","0.94594594594595","74","4","0.10810810810811","0.07027027027027","0.064864864864865","0.054054054054054","0.07027027027027","0.064864864864865"
"09 20:00:00","0.86363636363636","66","9","0.1969696969697","0.15454545454545","0.14848484848485","0.13636363636364","0.15454545454545","0.14848484848485"
"09 20:20:00","0.81034482758621","58","3","0.086206896551724","0.062068965517241","0.058620689655172","0.051724137931034","0.062068965517241","0.058620689655172"
"09 20:40:00","0.88888888888889","45","6","0.15555555555556","0.14","0.13777777777778","0.13333333333333","0.14","0.13777777777778"
"10 08:00:00","0.8125","16","4","0.3125","0.26875","0.2625","0.25","0.26875","0.2625"
"10 08:20:00","0.94444444444444","36","4","0.16666666666667","0.12777777777778","0.12222222222222","0.11111111111111","0.12777777777778","0.12222222222222"
"10 08:40:00","0.86206896551724","58","10","0.29310344827586","0.20862068965517","0.19655172413793","0.17241379310345","0.20862068965517","0.19655172413793"
"10 09:00:00","0.85714285714286","49","6","0.16326530612245","0.13469387755102","0.13061224489796","0.12244897959184","0.13469387755102","0.13061224489796"
"10 09:20:00","0.82278481012658","79","5","0.075949367088608","0.067088607594937","0.065822784810127","0.063291139240506","0.067088607594937","0.065822784810127"
"10 09:40:00","0.925","80","11","0.225","0.16375","0.155","0.1375","0.16375","0.155"
"10 10:00:00","0.85714285714286","105","9","0.11428571428571","0.094285714285714","0.091428571428571","0.085714285714286","0.094285714285714","0.091428571428571"
"10 10:20:00","0.89516129032258","124","14","0.16935483870968","0.12983870967742","0.1241935483871","0.11290322580645","0.12983870967742","0.1241935483871"
"10 10:40:00","0.83969465648855","131","18","0.20610687022901","0.15801526717557","0.15114503816794","0.13740458015267","0.15801526717557","0.15114503816794"
"10 11:00:00","0.77310924369748","119","31","0.36134453781513","0.29075630252101","0.28067226890756","0.26050420168067","0.29075630252101","0.28067226890756"
"10 11:20:00","0.93269230769231","104","9","0.11538461538462","0.095192307692308","0.092307692307692","0.086538461538461","0.095192307692308","0.092307692307692"
"10 11:40:00","0.93406593406593","91","4","0.054945054945055","0.047252747252747","0.046153846153846","0.043956043956044","0.047252747252747","0.046153846153846"
"10 12:00:00","0.86842105263158","76","5","0.10526315789474","0.077631578947368","0.073684210526316","0.06578947368421","0.077631578947368","0.073684210526316"
"10 12:20:00","0.85294117647059","68","9","0.14705882352941","0.13676470588235","0.13529411764706","0.13235294117647","0.13676470588235","0.13529411764706"
"10 12:40:00","0.90140845070423","71","11","0.19718309859155","0.16760563380282","0.16338028169014","0.15492957746479","0.16760563380282","0.16338028169014"
"10 13:00:00","0.89855072463768","69","5","0.10144927536232","0.081159420289855","0.078260869565217","0.072463768115942","0.081159420289855","0.078260869565217"
"10 13:20:00","0.9047619047619","63","9","0.22222222222222","0.16666666666667","0.15873015873016","0.14285714285714","0.16666666666667","0.15873015873016"
"10 13:40:00","0.90909090909091","77","10","0.22077922077922","0.15714285714286","0.14805194805195","0.12987012987013","0.15714285714286","0.14805194805195"
"10 14:00:00","0.80769230769231","104","17","0.24038461538462","0.18653846153846","0.17884615384615","0.16346153846154","0.18653846153846","0.17884615384615"
"10 14:20:00","0.87912087912088","91","22","0.32967032967033","0.26813186813187","0.25934065934066","0.24175824175824","0.26813186813187","0.25934065934066"
"10 14:40:00","0.86813186813187","91","7","0.098901098901099","0.083516483516483","0.081318681318681","0.076923076923077","0.083516483516483","0.081318681318681"
"10 15:00:00","0.91588785046729","107","4","0.065420560747664","0.045794392523364","0.042990654205607","0.037383177570093","0.045794392523364","0.042990654205607"
"10 15:20:00","0.95061728395062","81","2","0.049382716049383","0.032098765432099","0.02962962962963","0.024691358024691","0.032098765432099","0.02962962962963"
"10 15:40:00","0.97938144329897","97","0","","","","","0","0"
"10 16:00:00","0.93684210526316","95","6","0.073684210526316","0.066315789473684","0.065263157894737","0.063157894736842","0.066315789473684","0.065263157894737"
"10 16:20:00","0.94117647058823","68","2","0.044117647058823","0.033823529411765","0.032352941176471","0.029411764705882","0.033823529411765","0.032352941176471"
"10 16:40:00","0.93827160493827","81","4","0.049382716049383","0.049382716049383","0.049382716049383","0.049382716049383","0.049382716049383","0.049382716049383"
"10 17:00:00","0.94791666666667","96","11","0.19791666666667","0.13958333333333","0.13125","0.11458333333333","0.13958333333333","0.13125"
"10 17:20:00","0.88349514563107","103","13","0.19417475728155","0.14660194174757","0.13980582524272","0.12621359223301","0.14660194174757","0.13980582524272"
"10 17:40:00","0.83495145631068","103","17","0.25242718446602","0.19126213592233","0.18252427184466","0.16504854368932","0.19126213592233","0.18252427184466"
"10 18:00:00","0.80681818181818","88","13","0.21590909090909","0.16818181818182","0.16136363636364","0.14772727272727","0.16818181818182","0.16136363636364"
"10 18:20:00","0.75","92","16","0.27173913043478","0.20326086956522","0.19347826086956","0.17391304347826","0.20326086956522","0.19347826086956"
"10 18:40:00","0.85365853658536","82","15","0.23170731707317","0.19756097560976","0.19268292682927","0.18292682926829","0.19756097560976","0.19268292682927"
"10 19:00:00","0.90909090909091","66","11","0.22727272727273","0.18484848484848","0.17878787878788","0.16666666666667","0.18484848484848","0.17878787878788"
"10 19:20:00","0.83606557377049","61","4","0.081967213114754","0.070491803278688","0.068852459016393","0.065573770491803","0.070491803278688","0.068852459016393"
"10 19:40:00","0.91666666666667","36","4","0.16666666666667","0.12777777777778","0.12222222222222","0.11111111111111","0.12777777777778","0.12222222222222"
"10 20:00:00","0.875","24","3","0.20833333333333","0.15","0.14166666666667","0.125","0.15","0.14166666666667"
"10 20:20:00","0.88636363636364","44","5","0.13636363636364","0.12045454545454","0.11818181818182","0.11363636363636","0.12045454545454","0.11818181818182"
"10 20:40:00","0.84","25","6","0.32","0.264","0.256","0.24","0.264","0.256"
"11 08:00:00","0.92307692307692","13","1","0.15384615384615","0.1","0.092307692307692","0.076923076923077","0.1","0.092307692307692"
"11 08:20:00","0.94736842105263","19","0","","","","","0","0"
"11 08:40:00","0.92307692307692","26","3","0.19230769230769","0.13846153846154","0.13076923076923","0.11538461538462","0.13846153846154","0.13076923076923"
"11 09:00:00","0.93333333333333","45","2","0.044444444444444","0.044444444444444","0.044444444444444","0.044444444444444","0.044444444444444","0.044444444444444"
"11 09:20:00","1","36","1","0.055555555555555","0.036111111111111","0.033333333333333","0.027777777777778","0.036111111111111","0.033333333333333"
"11 09:40:00","0.93333333333333","60","3","0.1","0.065","0.06","0.05","0.065","0.06"
"11 10:00:00","0.92682926829268","82","6","0.097560975609756","0.080487804878049","0.078048780487805","0.073170731707317","0.080487804878049","0.078048780487805"
"11 10:20:00","0.92753623188406","69","1","0.028985507246377","0.018840579710145","0.017391304347826","0.014492753623188","0.018840579710145","0.017391304347826"
"11 10:40:00","0.925","80","9","0.1625","0.1275","0.1225","0.1125","0.1275","0.1225"
"11 11:00:00","0.87387387387387","111","15","0.21621621621622","0.15945945945946","0.15135135135135","0.13513513513514","0.15945945945946","0.15135135135135"
"11 11:20:00","0.82608695652174","92","18","0.32608695652174","0.23478260869565","0.22173913043478","0.19565217391304","0.23478260869565","0.22173913043478"
"11 11:40:00","0.81481481481481","81","14","0.23456790123457","0.19135802469136","0.18518518518519","0.17283950617284","0.19135802469136","0.18518518518519"
"11 12:00:00","0.77631578947368","76","17","0.36842105263158","0.26710526315789","0.25263157894737","0.22368421052632","0.26710526315789","0.25263157894737"
"11 12:20:00","0.90909090909091","55","14","0.36363636363636","0.28727272727273","0.27636363636364","0.25454545454545","0.28727272727273","0.27636363636364"
"11 12:40:00","0.89285714285714","56","7","0.19642857142857","0.14642857142857","0.13928571428571","0.125","0.14642857142857","0.13928571428571"
"11 13:00:00","0.88095238095238","42","1","0.023809523809524","0.023809523809524","0.023809523809524","0.023809523809524","0.023809523809524","0.023809523809524"
"11 13:20:00","0.96153846153846","52","4","0.096153846153846","0.082692307692308","0.080769230769231","0.076923076923077","0.082692307692308","0.080769230769231"
"11 13:40:00","0.95744680851064","47","1","0.042553191489362","0.027659574468085","0.025531914893617","0.021276595744681","0.027659574468085","0.025531914893617"
"11 14:00:00","0.78947368421053","76","12","0.21052631578947","0.17368421052631","0.16842105263158","0.15789473684211","0.17368421052631","0.16842105263158"
"11 14:20:00","0.70491803278689","61","10","0.22950819672131","0.18360655737705","0.17704918032787","0.16393442622951","0.18360655737705","0.17704918032787"
"11 14:40:00","0.85454545454545","55","13","0.30909090909091","0.25818181818182","0.25090909090909","0.23636363636364","0.25818181818182","0.25090909090909"
"11 15:00:00","0.87096774193548","62","9","0.24193548387097","0.1741935483871","0.16451612903226","0.14516129032258","0.1741935483871","0.16451612903226"
"11 15:20:00","0.8125","64","12","0.296875","0.2203125","0.209375","0.1875","0.2203125","0.209375"
"11 15:40:00","0.84722222222222","72","9","0.13888888888889","0.12916666666667","0.12777777777778","0.125","0.12916666666667","0.12777777777778"
"11 16:00:00","0.88888888888889","90","10","0.15555555555556","0.12444444444444","0.12","0.11111111111111","0.12444444444444","0.12"
"11 16:20:00","0.90540540540541","74","10","0.2027027027027","0.15540540540541","0.14864864864865","0.13513513513514","0.15540540540541","0.14864864864865"
"11 16:40:00","0.91304347826087","92","7","0.1304347826087","0.092391304347826","0.08695652173913","0.076086956521739","0.092391304347826","0.08695652173913"
"11 17:00:00","0.7875","80","17","0.3","0.23875","0.23","0.2125","0.23875","0.23"
"11 17:20:00","0.86440677966102","59","7","0.1864406779661","0.13898305084746","0.13220338983051","0.11864406779661","0.13898305084746","0.13220338983051"
"11 17:40:00","0.82926829268293","82","6","0.12195121951219","0.08780487804878","0.082926829268293","0.073170731707317","0.08780487804878","0.082926829268293"
"11 18:00:00","0.84615384615385","65","4","0.061538461538462","0.061538461538462","0.061538461538462","0.061538461538462","0.061538461538462","0.061538461538462"
"11 18:20:00","0.97058823529412","68","3","0.058823529411765","0.048529411764706","0.047058823529412","0.044117647058823","0.048529411764706","0.047058823529412"
"11 18:40:00","0.87931034482759","58","8","0.20689655172414","0.15862068965517","0.15172413793103","0.13793103448276","0.15862068965517","0.15172413793103"
"11 19:00:00","0.90909090909091","55","7","0.21818181818182","0.15454545454545","0.14545454545455","0.12727272727273","0.15454545454545","0.14545454545455"
"11 19:20:00","0.94871794871795","39","2","0.051282051282051","0.051282051282051","0.051282051282051","0.051282051282051","0.051282051282051","0.051282051282051"
"11 19:40:00","0.92857142857143","42","2","0.047619047619048","0.047619047619048","0.047619047619048","0.047619047619048","0.047619047619048","0.047619047619048"
"11 20:00:00","0.88679245283019","53","11","0.30188679245283","0.23584905660377","0.22641509433962","0.20754716981132","0.23584905660377","0.22641509433962"
"11 20:20:00","0.875","32","7","0.34375","0.25625","0.24375","0.21875","0.25625","0.24375"
"11 20:40:00","0.94117647058823","17","2","0.17647058823529","0.13529411764706","0.12941176470588","0.11764705882353","0.13529411764706","0.12941176470588"
"12 08:00:00","0.91666666666667","24","1","0.041666666666667","0.041666666666667","0.041666666666667","0.041666666666667","0.041666666666667","0.041666666666667"
"12 08:20:00","0.96774193548387","31","2","0.096774193548387","0.074193548387097","0.070967741935484","0.064516129032258","0.074193548387097","0.070967741935484"
"12 08:40:00","0.86842105263158","38","6","0.28947368421053","0.19736842105263","0.18421052631579","0.15789473684211","0.19736842105263","0.18421052631579"
"12 09:00:00","0.94444444444444","54","4","0.12962962962963","0.090740740740741","0.085185185185185","0.074074074074074","0.090740740740741","0.085185185185185"
"12 09:20:00","0.92105263157895","76","6","0.11842105263158","0.090789473684211","0.086842105263158","0.078947368421053","0.090789473684211","0.086842105263158"
"12 09:40:00","0.94936708860759","79","2","0.050632911392405","0.032911392405063","0.030379746835443","0.025316455696203","0.032911392405063","0.030379746835443"
"12 10:00:00","0.9","130","18","0.21538461538462","0.16153846153846","0.15384615384615","0.13846153846154","0.16153846153846","0.15384615384615"
"12 10:20:00","0.93333333333333","105","4","0.066666666666667","0.046666666666667","0.043809523809524","0.038095238095238","0.046666666666667","0.043809523809524"
"12 10:40:00","0.89075630252101","119","9","0.10924369747899","0.085714285714286","0.082352941176471","0.07563025210084","0.085714285714286","0.082352941176471"
"12 11:00:00","0.7012987012987","154","48","0.51948051948052","0.37402597402597","0.35324675324675","0.31168831168831","0.37402597402597","0.35324675324675"
"12 11:20:00","0.75221238938053","113","25","0.34513274336283","0.25840707964602","0.24601769911504","0.2212389380531","0.25840707964602","0.24601769911504"
"12 11:40:00","0.86458333333333","96","20","0.34375","0.24895833333333","0.23541666666667","0.20833333333333","0.24895833333333","0.23541666666667"
"12 12:00:00","0.8235294117647","85","11","0.17647058823529","0.1435294117647","0.13882352941176","0.12941176470588","0.1435294117647","0.13882352941176"
"12 12:20:00","0.94827586206896","58","3","0.086206896551724","0.062068965517241","0.058620689655172","0.051724137931034","0.062068965517241","0.058620689655172"
"12 12:40:00","0.92592592592593","54","3","0.055555555555555","0.055555555555555","0.055555555555555","0.055555555555555","0.055555555555555","0.055555555555555"
"12 13:00:00","0.88571428571429","70","12","0.24285714285714","0.19285714285714","0.18571428571428","0.17142857142857","0.19285714285714","0.18571428571428"
"12 13:20:00","0.85294117647059","68","8","0.19117647058824","0.13970588235294","0.13235294117647","0.11764705882353","0.13970588235294","0.13235294117647"
"12 13:40:00","0.85714285714286","77","15","0.24675324675325","0.21038961038961","0.20519480519481","0.19480519480519","0.21038961038961","0.20519480519481"
"12 14:00:00","0.76363636363636","110","26","0.31818181818182","0.26090909090909","0.25272727272727","0.23636363636364","0.26090909090909","0.25272727272727"
"12 14:20:00","0.84892086330935","139","23","0.26618705035971","0.19568345323741","0.18561151079137","0.16546762589928","0.19568345323741","0.18561151079137"
"12 14:40:00","0.83098591549296","142","28","0.27464788732394","0.22042253521127","0.21267605633803","0.19718309859155","0.22042253521127","0.21267605633803"
"12 15:00:00","0.83783783783784","148","23","0.23648648648649","0.17972972972973","0.17162162162162","0.15540540540541","0.17972972972973","0.17162162162162"
"12 15:20:00","0.82","150","32","0.32","0.24533333333333","0.23466666666667","0.21333333333333","0.24533333333333","0.23466666666667"
"12 15:40:00","0.91603053435115","131","14","0.15267175572519","0.1206106870229","0.11603053435115","0.10687022900763","0.1206106870229","0.11603053435115"
"12 16:00:00","0.95161290322581","124","9","0.12096774193548","0.087096774193548","0.082258064516129","0.07258064516129","0.087096774193548","0.082258064516129"
"12 16:20:00","0.94174757281553","103","7","0.087378640776699","0.07378640776699","0.071844660194175","0.067961165048544","0.07378640776699","0.071844660194175"
"12 16:40:00","0.95918367346939","98","4","0.040816326530612","0.040816326530612","0.040816326530612","0.040816326530612","0.040816326530612","0.040816326530612"
"12 17:00:00","0.95774647887324","71","3","0.070422535211268","0.050704225352113","0.047887323943662","0.042253521126761","0.050704225352113","0.047887323943662"
"12 17:20:00","0.89772727272727","88","4","0.090909090909091","0.059090909090909","0.054545454545455","0.045454545454545","0.059090909090909","0.054545454545455"
"12 17:40:00","0.88571428571429","70","5","0.085714285714286","0.075714285714286","0.074285714285714","0.071428571428571","0.075714285714286","0.074285714285714"
"12 18:00:00","0.90769230769231","65","5","0.12307692307692","0.090769230769231","0.086153846153846","0.076923076923077","0.090769230769231","0.086153846153846"
"12 18:20:00","0.92207792207792","77","6","0.12987012987013","0.093506493506493","0.088311688311688","0.077922077922078","0.093506493506493","0.088311688311688"
"12 18:40:00","0.86486486486486","74","6","0.13513513513514","0.097297297297297","0.091891891891892","0.081081081081081","0.097297297297297","0.091891891891892"
"12 19:00:00","0.859375","64","4","0.09375","0.071875","0.06875","0.0625","0.071875","0.06875"
"12 19:20:00","0.93333333333333","60","5","0.13333333333333","0.098333333333333","0.093333333333333","0.083333333333333","0.098333333333333","0.093333333333333"
"12 19:40:00","0.98181818181818","55","3","0.072727272727273","0.06","0.058181818181818","0.054545454545455","0.06","0.058181818181818"
"12 20:00:00","0.97368421052632","38","2","0.052631578947368","0.052631578947368","0.052631578947368","0.052631578947368","0.052631578947368","0.052631578947368"
"12 20:20:00","0.95238095238095","21","2","0.14285714285714","0.10952380952381","0.1047619047619","0.095238095238095","0.10952380952381","0.1047619047619"
"12 20:40:00","0.86206896551724","29","5","0.27586206896552","0.20344827586207","0.19310344827586","0.17241379310345","0.20344827586207","0.19310344827586"
"13 08:00:00","0.57142857142857","7","4","1.1428571428571","0.74285714285714","0.68571428571429","0.57142857142857","0.74285714285714","0.68571428571429"
"13 08:20:00","0.57142857142857","21","10","0.71428571428571","0.54761904761905","0.52380952380952","0.47619047619048","0.54761904761905","0.52380952380952"
"13 08:40:00","0.71428571428571","14","7","0.71428571428571","0.56428571428571","0.54285714285714","0.5","0.56428571428571","0.54285714285714"
"13 09:00:00","0.8695652173913","23","7","0.43478260869565","0.34347826086957","0.3304347826087","0.30434782608696","0.34347826086957","0.3304347826087"
"13 09:20:00","0.85416666666667","48","3","0.10416666666667","0.075","0.070833333333333","0.0625","0.075","0.070833333333333"
"13 09:40:00","0.88888888888889","63","7","0.17460317460317","0.13015873015873","0.12380952380952","0.11111111111111","0.13015873015873","0.12380952380952"
"13 10:00:00","0.84810126582278","79","9","0.16455696202532","0.12911392405063","0.12405063291139","0.11392405063291","0.12911392405063","0.12405063291139"
"13 10:20:00","0.76699029126214","103","27","0.42718446601942","0.31165048543689","0.29514563106796","0.2621359223301","0.31165048543689","0.29514563106796"
"13 10:40:00","0.62043795620438","137","44","0.45255474452555","0.36058394160584","0.34744525547445","0.32116788321168","0.36058394160584","0.34744525547445"
"13 11:00:00","0.67605633802817","142","49","0.57042253521127","0.41267605633803","0.39014084507042","0.34507042253521","0.41267605633803","0.39014084507042"
"13 11:20:00","0.85046728971963","107","38","0.54205607476635","0.41121495327103","0.39252336448598","0.35514018691589","0.41121495327103","0.39252336448598"
"13 11:40:00","0.81707317073171","82","10","0.19512195121951","0.14390243902439","0.13658536585366","0.12195121951219","0.14390243902439","0.13658536585366"
"13 12:00:00","0.88461538461538","78","7","0.15384615384615","0.10897435897436","0.1025641025641","0.08974358974359","0.10897435897436","0.1025641025641"
"13 12:20:00","0.84285714285714","70","7","0.15714285714286","0.11714285714286","0.11142857142857","0.1","0.11714285714286","0.11142857142857"
"13 12:40:00","0.89655172413793","58","5","0.1551724137931","0.10689655172414","0.1","0.086206896551724","0.10689655172414","0.1"
"13 13:00:00","0.97619047619048","42","0","","","","","0","0"
"13 13:20:00","0.94202898550725","69","3","0.08695652173913","0.056521739130435","0.052173913043478","0.043478260869565","0.056521739130435","0.052173913043478"
"13 13:40:00","0.87272727272727","110","12","0.16363636363636","0.12545454545455","0.12","0.10909090909091","0.12545454545455","0.12"
"13 14:00:00","0.93137254901961","102","6","0.098039215686274","0.070588235294118","0.066666666666667","0.058823529411765","0.070588235294118","0.066666666666667"
"13 14:20:00","0.89380530973451","113","9","0.13274336283186","0.095575221238938","0.090265486725664","0.079646017699115","0.095575221238938","0.090265486725664"
"13 14:40:00","0.92792792792793","111","4","0.054054054054054","0.041441441441441","0.03963963963964","0.036036036036036","0.041441441441441","0.03963963963964"
"13 15:00:00","0.92361111111111","144","8","0.076388888888889","0.061805555555556","0.059722222222222","0.055555555555555","0.061805555555556","0.059722222222222"
"13 15:20:00","0.95575221238938","113","14","0.17699115044248","0.13982300884956","0.13451327433628","0.12389380530973","0.13982300884956","0.13451327433628"
"13 15:40:00","0.93913043478261","115","7","0.095652173913043","0.071304347826087","0.067826086956522","0.060869565217391","0.071304347826087","0.067826086956522"
"13 16:00:00","0.94230769230769","104","5","0.076923076923077","0.056730769230769","0.053846153846154","0.048076923076923","0.056730769230769","0.053846153846154"
"13 16:20:00","0.94285714285714","105","5","0.085714285714286","0.059047619047619","0.055238095238095","0.047619047619048","0.059047619047619","0.055238095238095"
"13 16:40:00","0.90909090909091","99","12","0.19191919191919","0.14242424242424","0.13535353535354","0.12121212121212","0.14242424242424","0.13535353535354"
"13 17:00:00","0.92708333333333","96","5","0.072916666666667","0.058333333333333","0.05625","0.052083333333333","0.058333333333333","0.05625"
"13 17:20:00","0.95505617977528","89","8","0.10112359550562","0.093258426966292","0.092134831460674","0.089887640449438","0.093258426966292","0.092134831460674"
"13 17:40:00","0.89189189189189","74","5","0.081081081081081","0.071621621621622","0.07027027027027","0.067567567567568","0.071621621621622","0.07027027027027"
"13 18:00:00","0.89887640449438","89","13","0.21348314606742","0.16629213483146","0.15955056179775","0.14606741573034","0.16629213483146","0.15955056179775"
"13 18:20:00","0.85135135135135","74","6","0.094594594594595","0.085135135135135","0.083783783783784","0.081081081081081","0.085135135135135","0.083783783783784"
"13 18:40:00","0.89041095890411","73","5","0.12328767123288","0.084931506849315","0.07945205479452","0.068493150684932","0.084931506849315","0.07945205479452"
"13 19:00:00","0.84722222222222","72","5","0.097222222222222","0.077777777777778","0.075","0.069444444444444","0.077777777777778","0.075"
"13 19:20:00","0.93055555555556","72","9","0.18055555555555","0.14166666666667","0.13611111111111","0.125","0.14166666666667","0.13611111111111"
"13 19:40:00","0.83783783783784","74","10","0.2027027027027","0.15540540540541","0.14864864864865","0.13513513513514","0.15540540540541","0.14864864864865"
"13 20:00:00","0.85714285714286","56","8","0.23214285714286","0.16964285714286","0.16071428571429","0.14285714285714","0.16964285714286","0.16071428571429"
"13 20:20:00","0.94285714285714","35","4","0.17142857142857","0.13142857142857","0.12571428571429","0.11428571428571","0.13142857142857","0.12571428571429"
"13 20:40:00","0.875","40","6","0.225","0.1725","0.165","0.15","0.1725","0.165"
"14 08:00:00","0.9047619047619","21","3","0.28571428571428","0.18571428571428","0.17142857142857","0.14285714285714","0.18571428571428","0.17142857142857"
"14 08:20:00","0.91666666666667","24","1","0.041666666666667","0.041666666666667","0.041666666666667","0.041666666666667","0.041666666666667","0.041666666666667"
"14 08:40:00","0.95454545454545","44","1","0.045454545454545","0.029545454545454","0.027272727272727","0.022727272727273","0.029545454545454","0.027272727272727"
"14 09:00:00","0.98245614035088","57","2","0.035087719298246","0.035087719298246","0.035087719298246","0.035087719298246","0.035087719298246","0.035087719298246"
"14 09:20:00","0.94318181818182","88","8","0.090909090909091","0.090909090909091","0.090909090909091","0.090909090909091","0.090909090909091","0.090909090909091"
"14 09:40:00","0.8989898989899","99","8","0.14141414141414","0.098989898989899","0.092929292929293","0.080808080808081","0.098989898989899","0.092929292929293"
"14 10:00:00","0.91011235955056","89","6","0.10112359550562","0.07752808988764","0.074157303370787","0.067415730337079","0.07752808988764","0.074157303370787"
"14 10:20:00","0.93814432989691","97","5","0.072164948453608","0.057731958762886","0.055670103092784","0.051546391752577","0.057731958762886","0.055670103092784"
"14 10:40:00","0.91729323308271","133","11","0.1203007518797","0.093984962406015","0.090225563909774","0.082706766917293","0.093984962406015","0.090225563909774"
"14 11:00:00","0.88235294117647","153","17","0.18300653594771","0.13267973856209","0.12549019607843","0.11111111111111","0.13267973856209","0.12549019607843"
"14 11:20:00","0.856","125","19","0.208","0.1688","0.1632","0.152","0.1688","0.1632"
"14 11:40:00","0.87603305785124","121","5","0.049586776859504","0.043801652892562","0.04297520661157","0.041322314049587","0.043801652892562","0.04297520661157"
"14 12:00:00","0.91139240506329","79","2","0.037974683544304","0.029113924050633","0.027848101265823","0.025316455696203","0.029113924050633","0.027848101265823"
"14 12:20:00","0.94805194805195","77","7","0.11688311688312","0.098701298701299","0.096103896103896","0.090909090909091","0.098701298701299","0.096103896103896"
"14 12:40:00","0.91803278688525","61","1","0.016393442622951","0.016393442622951","0.016393442622951","0.016393442622951","0.016393442622951","0.016393442622951"
"14 13:00:00","0.96116504854369","103","3","0.029126213592233","0.029126213592233","0.029126213592233","0.029126213592233","0.029126213592233","0.029126213592233"
"14 13:20:00","0.85227272727273","88","13","0.23863636363636","0.175","0.16590909090909","0.14772727272727","0.175","0.16590909090909"
"14 13:40:00","0.8936170212766","94","21","0.35106382978723","0.26170212765957","0.24893617021277","0.22340425531915","0.26170212765957","0.24893617021277"
"14 14:00:00","0.85496183206107","131","28","0.36641221374046","0.25954198473282","0.24427480916031","0.21374045801527","0.25954198473282","0.24427480916031"
