time_window,accept_rate,request,long_waiting,longwait_percent,medium_waiting_time
13 16:40:00,0.9090909090909091,99,12,0.12121212121212122,6.157983383178712
13 17:00:00,0.9270833333333334,96,5,0.052083333333333336,5.28468872529489
13 17:20:00,0.9550561797752809,89,8,0.0898876404494382,4.7949028976379875
13 17:40:00,0.8918918918918919,74,5,0.06756756756756757,5.585939310391743
13 18:00:00,0.898876404494382,89,13,0.14606741573033707,8.58941260834535
13 18:20:00,0.8513513513513513,74,6,0.08108108108108109,6.57172961446974
13 18:40:00,0.8904109589041096,73,5,0.0684931506849315,4.583119277380131
13 19:00:00,0.8472222222222222,72,5,0.06944444444444445,5.122742000023524
13 19:20:00,0.9305555555555556,72,9,0.125,5.30598015351729
13 19:40:00,0.8378378378378378,74,10,0.13513513513513514,6.534264733213367
13 20:00:00,0.8571428571428571,56,8,0.14285714285714285,7.3954077382882435
13 20:20:00,0.9428571428571428,35,4,0.11428571428571428,6.8196951056520145
13 20:40:00,0.875,40,6,0.15,8.899324838761931
14 08:00:00,0.9047619047619048,21,3,0.14285714285714285,4.414601888543084
14 08:20:00,0.9166666666666666,24,1,0.041666666666666664,4.172069417105781
14 08:40:00,0.9545454545454546,44,1,0.022727272727272728,5.384371402528552
14 09:00:00,0.9824561403508771,57,2,0.03508771929824561,6.732511319716772
14 09:20:00,0.9431818181818182,88,8,0.09090909090909091,9.852933926383654
14 09:40:00,0.898989898989899,99,8,0.08080808080808081,6.635993716997259
14 10:00:00,0.9101123595505618,89,6,0.06741573033707865,4.4077571653184435
14 10:20:00,0.9381443298969072,97,5,0.05154639175257732,6.249794714848201
14 10:40:00,0.9172932330827067,133,11,0.08270676691729323,5.901528536755106
14 11:00:00,0.8823529411764706,153,17,0.1111111111111111,6.345837484669482
14 11:20:00,0.856,125,19,0.152,7.424384090670368
14 11:40:00,0.8760330578512396,121,5,0.04132231404958678,4.436469550774648
14 12:00:00,0.9113924050632911,79,2,0.02531645569620253,4.19433810280429
14 12:20:00,0.948051948051948,77,7,0.09090909090909091,7.452108943746203
14 12:40:00,0.9180327868852459,61,1,0.01639344262295082,3.47363836367925
14 13:00:00,0.9611650485436893,103,3,0.02912621359223301,5.068771590789159
14 13:20:00,0.8522727272727273,88,13,0.14772727272727273,11.2414921152095
14 13:40:00,0.8936170212765957,94,21,0.22340425531914893,8.613153328678825
14 14:00:00,0.8549618320610687,131,28,0.21374045801526717,7.340052028423474
14 14:20:00,0.8642857142857143,140,18,0.12857142857142856,6.179303716113733
14 14:40:00,0.8707482993197279,147,24,0.16326530612244897,7.340094721565644
14 15:00:00,0.874251497005988,167,20,0.11976047904191617,5.894579337377968
14 15:20:00,0.8271604938271605,162,25,0.15432098765432098,7.816308201707544
14 15:40:00,0.9115646258503401,147,28,0.19047619047619047,6.644433292994896
14 16:00:00,0.8811188811188811,143,14,0.0979020979020979,6.083922982430673
14 16:20:00,0.917910447761194,134,11,0.08208955223880597,6.951104985839791
14 16:40:00,0.8947368421052632,114,11,0.09649122807017543,6.487216143522944
14 17:00:00,0.9117647058823529,102,6,0.058823529411764705,5.187316488368171
14 17:20:00,0.9111111111111111,90,9,0.1,6.81960020882112
14 17:40:00,0.9010989010989011,91,8,0.08791208791208792,5.482642896760974
14 18:00:00,0.8762886597938144,97,5,0.05154639175257732,4.491836401930561
14 18:20:00,0.927710843373494,83,7,0.08433734939759036,5.421620625654856
14 18:40:00,0.921875,64,6,0.09375,8.302363916679665
14 19:00:00,0.8913043478260869,92,7,0.07608695652173914,6.590508329256987
14 19:20:00,0.9066666666666666,75,11,0.14666666666666667,8.870429776774511
14 19:40:00,0.8648648648648649,74,13,0.17567567567567569,7.523181590874989
14 20:00:00,0.71875,64,7,0.109375,5.664724638537755
14 20:20:00,0.8444444444444444,45,7,0.15555555555555556,8.143295818898412
14 20:40:00,0.8333333333333334,36,7,0.19444444444444445,8.907889364825355
15 08:00:00,0.85,20,0,0.0,3.4138884835773045
15 08:20:00,0.9705882352941176,34,3,0.08823529411764706,5.607322204113006
15 08:40:00,1.0,27,2,0.07407407407407407,12.018352190653482
15 09:00:00,0.94,50,1,0.02,4.724517792463303
15 09:20:00,0.9830508474576272,59,1,0.01694915254237288,8.357396225134531
15 09:40:00,0.9722222222222222,108,1,0.009259259259259259,3.535229249133004
15 10:00:00,0.9736842105263158,114,2,0.017543859649122806,3.9080782460231407
15 10:20:00,0.8762886597938144,97,6,0.061855670103092786,3.799832548336549
15 10:40:00,0.9537037037037037,108,6,0.05555555555555555,4.830776308112674
15 11:00:00,0.9047619047619048,126,9,0.07142857142857142,6.181891595560407
15 11:20:00,0.8761061946902655,113,7,0.061946902654867256,8.00774046604832
15 11:40:00,0.8879310344827587,116,8,0.06896551724137931,6.505225931604703
15 12:00:00,0.9634146341463414,82,1,0.012195121951219513,3.3436977058649062
15 12:20:00,0.9,70,3,0.04285714285714286,7.677864996592204
15 12:40:00,0.96,75,4,0.05333333333333334,8.048405579725902
15 13:00:00,0.96875,64,5,0.078125,5.26561621597835
15 13:20:00,0.9285714285714286,112,5,0.044642857142857144,4.403325467904409
15 13:40:00,0.9083969465648855,131,18,0.13740458015267176,6.404160663170543
15 14:00:00,0.9027777777777778,144,15,0.10416666666666667,6.084409414762738
15 14:20:00,0.8666666666666667,150,21,0.14,5.7806276165582
15 14:40:00,0.8787878787878788,165,28,0.1696969696969697,7.62559104250662
15 15:00:00,0.847457627118644,177,39,0.22033898305084745,7.204928273255708
15 15:20:00,0.863013698630137,146,21,0.14383561643835616,6.850968335326921
15 15:40:00,0.9172413793103448,145,20,0.13793103448275862,7.166692760294558
15 16:00:00,0.9259259259259259,135,7,0.05185185185185185,6.1054573738385765
15 16:20:00,0.9385964912280702,114,6,0.05263157894736842,8.02916905823208
15 16:40:00,0.96,100,8,0.08,6.931911306670218
15 17:00:00,0.9024390243902439,123,5,0.04065040650406504,6.559211248617905
15 17:20:00,0.9504132231404959,121,7,0.05785123966942149,5.378616854217317
15 17:40:00,0.9130434782608695,92,7,0.07608695652173914,5.468585735017602
15 18:00:00,0.9081632653061225,98,11,0.11224489795918367,6.593496856921249
15 18:20:00,0.9019607843137255,102,14,0.13725490196078433,7.699383137280914
15 18:40:00,0.8367346938775511,98,13,0.1326530612244898,6.451501125759549
15 19:00:00,0.7887323943661971,71,13,0.18309859154929578,7.40391213175578
15 19:20:00,0.8831168831168831,77,13,0.16883116883116883,6.878198603427772
15 19:40:00,0.9066666666666666,75,11,0.14666666666666667,8.062255535000249
15 20:00:00,0.7903225806451613,62,11,0.1774193548387097,7.59398616194725
15 20:20:00,0.9016393442622951,61,8,0.13114754098360656,8.898453328609467
15 20:40:00,0.7346938775510204,49,18,0.3673469387755102,8.97812386120873
16 08:00:00,0.95,20,1,0.05,4.667759601275126
16 08:20:00,0.9210526315789473,38,2,0.05263157894736842,6.586585448185603
16 08:40:00,0.9245283018867925,53,2,0.03773584905660377,3.8892968694368997
16 09:00:00,0.9375,64,5,0.078125,5.9249386137440085
16 09:20:00,0.8787878787878788,99,9,0.09090909090909091,6.314110942681631
16 09:40:00,0.8461538461538461,104,11,0.10576923076923077,7.391047142560666
16 10:00:00,0.8796296296296297,108,13,0.12037037037037036,6.889097180274817
16 10:20:00,0.9,140,19,0.1357142857142857,7.550517393483056
16 10:40:00,0.8775510204081632,147,22,0.14965986394557823,8.385753138065338
16 11:00:00,0.8819444444444444,144,30,0.20833333333333334,7.232358965561503
16 11:20:00,0.8496732026143791,153,29,0.1895424836601307,6.935720597889463
16 11:40:00,0.7946428571428571,112,15,0.13392857142857142,5.988900331763534
16 12:00:00,0.9391304347826087,115,12,0.10434782608695652,6.622687624323936
16 12:20:00,0.9158878504672897,107,5,0.04672897196261682,5.680963506301244
16 12:40:00,0.9150943396226415,106,8,0.07547169811320754,6.939985954165459
16 13:00:00,0.9108910891089109,101,9,0.0891089108910891,5.914975113717336
16 13:20:00,0.8384615384615385,130,23,0.17692307692307693,7.620978940857781
16 13:40:00,0.8590604026845637,149,40,0.2684563758389262,8.437096153696379
16 14:00:00,0.7,190,67,0.3526315789473684,10.24076811507508
16 14:20:00,0.7865168539325843,178,56,0.3146067415730337,7.9761196229192945
16 14:40:00,0.78125,192,59,0.3072916666666667,8.808396830964595
16 15:00:00,0.7050691244239631,217,65,0.2995391705069124,8.592333416455034
16 15:20:00,0.8659217877094972,179,45,0.25139664804469275,8.385720094767484
16 15:40:00,0.8453038674033149,181,34,0.1878453038674033,7.591041443241177
16 16:00:00,0.8805970149253731,134,13,0.09701492537313433,5.051936808170057
16 16:20:00,0.9307692307692308,130,14,0.1076923076923077,6.469799850145976
16 16:40:00,0.8379888268156425,179,30,0.16759776536312848,7.267980328533384
16 17:00:00,0.8343949044585988,157,28,0.17834394904458598,6.244726246248478
16 17:20:00,0.8133333333333334,150,43,0.2866666666666667,9.067558436923557
16 17:40:00,0.7857142857142857,140,44,0.3142857142857143,8.800501156437631
16 18:00:00,0.7611940298507462,134,41,0.30597014925373134,9.207733483457826
16 18:20:00,0.7284768211920529,151,46,0.304635761589404,7.81507311920067
16 18:40:00,0.7480314960629921,127,32,0.25196850393700787,7.6499502622051
16 19:00:00,0.8431372549019608,102,17,0.16666666666666666,6.969714285532634
16 19:20:00,0.8367346938775511,98,16,0.16326530612244897,7.302166828337837
16 19:40:00,0.7884615384615384,104,21,0.20192307692307693,6.967043276796949
16 20:00:00,0.9130434782608695,46,8,0.17391304347826086,8.720954682098494
16 20:20:00,0.9259259259259259,54,5,0.09259259259259259,6.546726333483671
16 20:40:00,0.9473684210526315,38,7,0.18421052631578946,10.956041313100744
17 08:00:00,0.7142857142857143,14,2,0.14285714285714285,6.428621595435672
17 08:20:00,0.9615384615384616,26,1,0.038461538461538464,4.507088883717855
17 08:40:00,0.7,20,4,0.2,10.893942505783505
17 09:00:00,0.6296296296296297,54,17,0.3148148148148148,8.652863201432757
17 09:20:00,0.6625,80,34,0.425,8.208000383083371
17 09:40:00,0.8514851485148515,101,22,0.21782178217821782,8.28050846149524
17 10:00:00,0.8556701030927835,97,15,0.15463917525773196,5.555872529049714
17 10:20:00,0.8316831683168316,101,23,0.22772277227722773,6.556531642476718
17 10:40:00,0.9090909090909091,88,12,0.13636363636363635,6.123583235602449
17 11:00:00,0.88,100,14,0.14,5.495983088913785
17 11:20:00,0.9080459770114943,87,9,0.10344827586206896,6.622888440366776
17 11:40:00,0.8541666666666666,96,9,0.09375,5.5481116937266455
17 12:00:00,0.9066666666666666,75,2,0.02666666666666667,4.05452482153972
17 12:20:00,0.9821428571428571,56,2,0.03571428571428571,5.504120416111417
17 12:40:00,0.9772727272727273,44,1,0.022727272727272728,4.247785046696663
17 13:00:00,0.9210526315789473,38,1,0.02631578947368421,4.7064694156249365
17 13:20:00,0.9245283018867925,53,2,0.03773584905660377,8.551582091053326
17 13:40:00,0.8552631578947368,76,7,0.09210526315789473,5.3979292171342035
17 14:00:00,0.9230769230769231,91,10,0.10989010989010989,5.792913134296735
17 14:20:00,0.9195402298850575,87,6,0.06896551724137931,6.641378408273061
17 14:40:00,0.8809523809523809,84,2,0.023809523809523808,5.883275754451751
17 15:00:00,0.8958333333333334,96,3,0.03125,4.495934098958969
17 15:20:00,0.9361702127659575,94,3,0.031914893617021274,5.422702761093776
17 15:40:00,0.8977272727272727,88,6,0.06818181818181818,9.856211145718893
17 16:00:00,0.9368421052631579,95,6,0.06315789473684211,4.88157542069753
17 16:20:00,0.9,70,1,0.014285714285714285,4.057834024429321
17 16:40:00,0.92,75,0,0.0,2.2277161836624146
17 17:00:00,0.9,100,7,0.07,6.2599787228637265
17 17:20:00,0.881578947368421,76,5,0.06578947368421052,5.235190712150774
17 17:40:00,0.9324324324324325,74,8,0.10810810810810811,7.564401296029488
17 18:00:00,0.863013698630137,73,9,0.1232876712328767,5.948021571542702
17 18:20:00,0.8405797101449275,69,6,0.08695652173913043,6.156414609833768
17 18:40:00,0.8709677419354839,62,7,0.11290322580645161,6.674291924635569
17 19:00:00,0.7714285714285715,70,9,0.12857142857142856,6.156904052062468
17 19:20:00,0.8409090909090909,44,2,0.045454545454545456,3.9829319419684235
17 19:40:00,0.8235294117647058,51,10,0.19607843137254902,6.688103020733053
17 20:00:00,0.918918918918919,37,4,0.10810810810810811,5.504033121040889
17 20:20:00,1.0,29,1,0.034482758620689655,5.242255916860369
17 20:40:00,0.9375,16,1,0.0625,4.05407610601849
18 08:00:00,0.8571428571428571,7,1,0.14285714285714285,4.819472350676855
18 08:20:00,0.8947368421052632,19,2,0.10526315789473684,4.36759392619133
18 08:40:00,0.8928571428571429,28,1,0.03571428571428571,3.3051899298032126
18 09:00:00,0.9444444444444444,36,2,0.05555555555555555,4.290244124333063
18 09:20:00,0.8717948717948718,39,5,0.1282051282051282,7.094363319306146
18 09:40:00,0.9318181818181818,44,5,0.11363636363636363,5.6694538349906605
18 10:00:00,0.9242424242424242,66,11,0.16666666666666666,7.317221961941636
18 10:20:00,0.8461538461538461,52,6,0.11538461538461539,5.981585047421632
18 10:40:00,0.821917808219178,73,9,0.1232876712328767,5.5967348224322
18 11:00:00,0.7692307692307693,91,19,0.2087912087912088,7.59452265938123
18 11:20:00,0.6979166666666666,96,14,0.14583333333333334,6.124187658464208
18 11:40:00,0.7971014492753623,69,5,0.07246376811594203,4.280882216754713
18 12:00:00,0.9344262295081968,61,8,0.13114754098360656,6.823829887310664
18 12:20:00,0.92,50,2,0.04,4.429361356099447
18 12:40:00,1.0,47,2,0.0425531914893617,5.64844964477751
18 13:00:00,1.0,36,0,0.0,
18 13:20:00,1.0,46,0,0.0,2.178093381722768
18 13:40:00,0.9354838709677419,31,1,0.03225806451612903,3.723715767264366
18 14:00:00,0.9230769230769231,39,0,0.0,3.9845990320046742
18 14:20:00,0.9591836734693877,49,1,0.02040816326530612,9.120555198192596
18 14:40:00,0.9393939393939394,66,0,0.0,3.2517938921848932
18 15:00:00,0.9787234042553191,47,1,0.02127659574468085,4.293633678224352
18 15:20:00,0.9818181818181818,55,1,0.01818181818181818,6.192859915892283
18 15:40:00,0.95,60,2,0.03333333333333333,5.932887629667918
18 16:00:00,0.9016393442622951,61,1,0.01639344262295082,5.514925130208334
18 16:20:00,0.9583333333333334,72,3,0.041666666666666664,6.220745707882775
18 16:40:00,0.8939393939393939,66,6,0.09090909090909091,5.14937192135387
18 17:00:00,0.8977272727272727,88,6,0.06818181818181818,4.166796861489614
18 17:20:00,0.9552238805970149,67,3,0.04477611940298507,4.560672395428022
18 17:40:00,0.8192771084337349,83,19,0.2289156626506024,6.88148143243308
18 18:00:00,0.9180327868852459,61,13,0.21311475409836064,7.18289425522089
18 18:20:00,0.8225806451612904,62,9,0.14516129032258066,6.980288963458118
18 18:40:00,0.8076923076923077,52,6,0.11538461538461539,5.66443924231407
18 19:00:00,0.8852459016393442,61,6,0.09836065573770492,4.923516441451179
18 19:20:00,0.8305084745762712,59,14,0.23728813559322035,8.346048073675117
18 19:40:00,0.918918918918919,37,5,0.13513513513513514,8.717258880315004
18 20:00:00,0.8611111111111112,36,3,0.08333333333333333,4.835981630616717
18 20:20:00,0.9473684210526315,19,0,0.0,2.872328938047091
18 20:40:00,0.8181818181818182,22,5,0.22727272727272727,7.375519698637503
19 08:00:00,1.0,12,1,0.08333333333333333,17.833018052577973
19 08:20:00,0.8235294117647058,34,2,0.058823529411764705,5.477107986807823
19 08:40:00,0.9137931034482759,58,5,0.08620689655172414,6.558587791522344
19 09:00:00,0.813953488372093,86,5,0.05813953488372093,4.2579300009068985
19 09:20:00,0.9058823529411765,85,9,0.10588235294117647,6.635760019818942
19 09:40:00,0.9318181818181818,88,8,0.09090909090909091,6.4526738670834325
19 10:00:00,0.9178082191780822,73,4,0.0547945205479452,5.4871745476355915
19 10:20:00,0.9176470588235294,85,6,0.07058823529411765,5.85143636010942
19 10:40:00,0.90625,96,7,0.07291666666666667,4.970141373078028
19 11:00:00,0.946236559139785,93,11,0.11827956989247312,5.3915962310804835
19 11:20:00,0.9875,80,2,0.025,4.034391386386676
19 11:40:00,0.9634146341463414,82,3,0.036585365853658534,6.1962027476893535
19 12:00:00,1.0,67,2,0.029850746268656716,8.826138550705378
19 12:20:00,0.9333333333333333,60,2,0.03333333333333333,5.051976511875789
19 12:40:00,0.9264705882352942,68,1,0.014705882352941176,5.006337145964305
19 13:00:00,1.0,39,0,0.0,3.5464879883660214
19 13:20:00,0.9367088607594937,79,4,0.05063291139240506,6.794638602821916
19 13:40:00,0.8924731182795699,93,6,0.06451612903225806,6.274234029268608
19 14:00:00,0.8913043478260869,92,13,0.14130434782608695,5.768376662333806
19 14:20:00,0.9361702127659575,94,8,0.0851063829787234,6.66828266476828
19 14:40:00,0.8823529411764706,102,9,0.08823529411764706,5.495775406941389
19 15:00:00,0.9572649572649573,117,4,0.03418803418803419,4.639656190607283
19 15:20:00,0.9553571428571429,112,3,0.026785714285714284,4.641994277194694
19 15:40:00,0.9196428571428571,112,2,0.017857142857142856,4.477898891766866
19 16:00:00,0.9809523809523809,105,9,0.08571428571428572,5.151488062692067
19 16:20:00,0.8936170212765957,94,7,0.07446808510638298,3.8581204433190193
19 16:40:00,0.8589743589743589,78,12,0.15384615384615385,7.498720787631141
19 17:00:00,0.8425925925925926,108,14,0.12962962962962962,8.402604185325512
19 17:20:00,0.7111111111111111,90,25,0.2777777777777778,9.480459802926974
19 17:40:00,0.5238095238095238,63,24,0.38095238095238093,10.367708467182359
19 18:00:00,0.7076923076923077,65,17,0.26153846153846155,9.204896561039819
19 18:20:00,0.6326530612244898,49,18,0.3673469387755102,10.328803376997671
19 18:40:00,0.6744186046511628,43,21,0.4883720930232558,10.232197515037324
19 19:00:00,0.3333333333333333,75,46,0.6133333333333333,11.581754033348776
19 19:20:00,0.49230769230769234,65,27,0.4153846153846154,8.296043748043953
19 19:40:00,0.46236559139784944,93,50,0.5376344086021505,9.7135456210091
19 20:00:00,0.32786885245901637,61,33,0.5409836065573771,12.477941695376048
19 20:20:00,0.43333333333333335,60,32,0.5333333333333333,10.419340324401855
19 20:40:00,0.5151515151515151,33,21,0.6363636363636364,9.689348753882042
20 08:00:00,0.875,16,2,0.125,5.617461960845523
20 08:20:00,0.95,20,2,0.1,4.911509144306183
20 08:40:00,0.8780487804878049,41,0,0.0,2.756206934981876
20 09:00:00,0.9672131147540983,61,2,0.03278688524590164,5.001994919776917
20 09:20:00,0.987012987012987,77,1,0.012987012987012988,6.908876749873161
20 09:40:00,0.9693877551020408,98,3,0.030612244897959183,4.637560356230963
20 10:00:00,0.9532710280373832,107,3,0.028037383177570093,5.98095323310958
20 10:20:00,0.9587628865979382,97,2,0.020618556701030927,4.865258526802063
20 10:40:00,0.9583333333333334,120,4,0.03333333333333333,5.465169737452553
20 11:00:00,0.9105691056910569,123,5,0.04065040650406504,6.4516456952801455
20 11:20:00,0.8869565217391304,115,10,0.08695652173913043,5.822429248767022
20 11:40:00,0.9223300970873787,103,6,0.05825242718446602,5.39882578526934
20 12:00:00,0.8796296296296297,108,7,0.06481481481481481,9.013764775858986
20 12:20:00,0.9245283018867925,106,14,0.1320754716981132,6.965533805529277
20 12:40:00,0.9538461538461539,65,3,0.046153846153846156,4.569960991541545
20 13:00:00,0.9534883720930233,86,11,0.12790697674418605,9.287957646007891
20 13:20:00,0.8688524590163934,122,20,0.16393442622950818,10.061872476587693
20 13:40:00,0.9017857142857143,112,10,0.08928571428571429,5.304011301517487
20 14:00:00,0.9274193548387096,124,15,0.12096774193548387,6.091193642048609
20 14:20:00,0.8675496688741722,151,28,0.18543046357615894,6.54615862934213
20 14:40:00,0.8536585365853658,164,29,0.17682926829268292,7.69080141154925
20 15:00:00,0.8539325842696629,178,30,0.16853932584269662,5.892852015822541
20 15:20:00,0.9375,144,8,0.05555555555555555,5.556030544414315
20 15:40:00,0.9119496855345912,159,28,0.1761006289308176,7.679085727065217
20 16:00:00,0.8951048951048951,143,21,0.14685314685314685,6.376672166374559
20 16:20:00,0.8931297709923665,131,16,0.12213740458015267,6.000587020200841
20 16:40:00,0.9090909090909091,110,9,0.08181818181818182,6.126518728241089
20 17:00:00,0.93,100,8,0.08,5.658367002451862
20 17:20:00,0.900990099009901,101,10,0.09900990099009901,6.19498999291572
20 17:40:00,0.907563025210084,119,24,0.20168067226890757,7.799874310493469
20 18:00:00,0.8113207547169812,106,26,0.24528301886792453,8.792078639045963
20 18:20:00,0.7878787878787878,99,16,0.16161616161616163,7.20675549370902
20 18:40:00,0.8620689655172413,87,14,0.16091954022988506,6.7402522722880045
20 19:00:00,0.7403846153846154,104,16,0.15384615384615385,6.428334927459558
20 19:20:00,0.9052631578947369,95,17,0.17894736842105263,5.6587619287769
20 19:40:00,0.8529411764705882,68,16,0.23529411764705882,5.976945387357953
20 20:00:00,0.8333333333333334,72,10,0.1388888888888889,6.069120241039329
20 20:20:00,0.8333333333333334,42,6,0.14285714285714285,6.758832865732687
20 20:40:00,0.896551724137931,29,3,0.10344827586206896,5.795882335305214
21 08:00:00,0.95,20,0,0.0,3.32630721728007
21 08:20:00,0.9743589743589743,39,0,0.0,2.7767161266009013
21 08:40:00,0.9811320754716981,53,2,0.03773584905660377,4.799590208530426
21 09:00:00,0.96,50,0,0.0,2.3612965570555793
21 09:20:00,0.9345794392523364,107,1,0.009345794392523364,5.1354876033465064
21 09:40:00,1.0,80,3,0.0375,6.773873569170634
21 10:00:00,0.9595959595959596,99,3,0.030303030303030304,4.306247765109652
21 10:20:00,0.9752066115702479,121,2,0.01652892561983471,5.769754583040873
21 10:40:00,0.8803418803418803,117,10,0.08547008547008547,5.219897553195124
21 11:00:00,0.9477611940298507,134,11,0.08208955223880597,5.794613450464577
21 11:20:00,0.9393939393939394,132,12,0.09090909090909091,6.982408822652621
21 11:40:00,0.8461538461538461,117,18,0.15384615384615385,6.901069660861083
21 12:00:00,0.975,80,4,0.05,5.965450056032702
21 12:20:00,0.9411764705882353,68,5,0.07352941176470588,6.913653708226753
21 12:40:00,0.9186046511627907,86,5,0.05813953488372093,5.446417679637671
21 13:00:00,0.925531914893617,94,6,0.06382978723404255,5.040786603040862
21 13:20:00,0.9223300970873787,103,8,0.07766990291262135,8.70283597121163
21 13:40:00,0.8840579710144928,138,30,0.21739130434782608,8.051701155670901
21 14:00:00,0.7964071856287425,167,44,0.2634730538922156,9.583884426853468
21 14:20:00,0.8273809523809523,168,49,0.2916666666666667,9.76759838942896
21 14:40:00,0.8941176470588236,170,44,0.25882352941176473,7.699993445310327
21 15:00:00,0.9192546583850931,161,28,0.17391304347826086,6.809493558037849
21 15:20:00,0.9171597633136095,169,40,0.23668639053254437,7.2665363364532345
21 15:40:00,0.8255813953488372,172,20,0.11627906976744186,5.66994414370921
21 16:00:00,0.9230769230769231,169,12,0.07100591715976332,5.4584035276231315
21 16:20:00,0.8939393939393939,132,19,0.14393939393939395,8.035152588899319
21 16:40:00,0.9060402684563759,149,13,0.087248322147651,5.807560747861862
21 17:00:00,0.9099099099099099,111,4,0.036036036036036036,4.767630702124702
21 17:20:00,0.9108910891089109,101,8,0.07920792079207921,8.1739409477103
21 17:40:00,0.9,110,19,0.17272727272727273,7.139587696513744
21 18:00:00,0.8803418803418803,117,19,0.1623931623931624,9.556564713848962
21 18:20:00,0.8383838383838383,99,18,0.18181818181818182,8.332158101290123
21 18:40:00,0.9770114942528736,87,7,0.08045977011494253,6.009881418943405
21 19:00:00,0.8783783783783784,74,6,0.08108108108108109,5.75313987520006
21 19:20:00,0.9,70,4,0.05714285714285714,4.744914329335803
21 19:40:00,0.8714285714285714,70,2,0.02857142857142857,4.055976926974761
21 20:00:00,0.9811320754716981,53,7,0.1320754716981132,6.959370930288353
21 20:20:00,0.9111111111111111,45,2,0.044444444444444446,4.792709117465549
21 20:40:00,0.9722222222222222,36,1,0.027777777777777776,3.50555608537462
22 08:00:00,0.9,20,1,0.05,11.761588209867478
22 08:20:00,0.9629629629629629,27,1,0.037037037037037035,5.286788400014242
22 08:40:00,0.9024390243902439,41,1,0.024390243902439025,7.608222516377767
22 09:00:00,0.9552238805970149,67,1,0.014925373134328358,5.063507490356764
22 09:20:00,0.984375,64,1,0.015625,6.882744390765826
22 09:40:00,0.9711538461538461,104,1,0.009615384615384616,3.9495815614859264
22 10:00:00,1.0,88,2,0.022727272727272728,5.608249188037146
22 10:20:00,0.9595959595959596,99,3,0.030303030303030304,4.315565156214165
22 10:40:00,0.9646017699115044,113,4,0.035398230088495575,6.388228068207249
22 11:00:00,0.9186991869918699,123,14,0.11382113821138211,5.675496701038245
22 11:20:00,0.8623188405797102,138,19,0.13768115942028986,6.268401830661587
22 11:40:00,0.8775510204081632,98,14,0.14285714285714285,6.840838800925835
22 12:00:00,0.9090909090909091,88,9,0.10227272727272728,5.358621997568343
22 12:20:00,0.8461538461538461,65,2,0.03076923076923077,7.6708011256323925
22 12:40:00,0.9803921568627451,51,2,0.0392156862745098,4.426946103005182
22 13:00:00,1.0,59,0,0.0,3.191601957877477
22 13:20:00,0.9782608695652174,92,2,0.021739130434782608,3.8034383045302493
22 13:40:00,0.9444444444444444,90,3,0.03333333333333333,5.811307350352958
22 14:00:00,0.937007874015748,127,7,0.05511811023622047,5.632005119150963
22 14:20:00,0.8873239436619719,142,13,0.09154929577464789,5.97895871511212
22 14:40:00,0.9054054054054054,148,18,0.12162162162162163,6.962683240969976
22 15:00:00,0.8291139240506329,158,39,0.2468354430379747,7.1794397071296085
22 15:20:00,0.8670886075949367,158,23,0.14556962025316456,6.675507264183119
22 15:40:00,0.9291338582677166,127,14,0.11023622047244094,5.462974110637048
22 16:00:00,0.9690721649484536,97,2,0.020618556701030927,4.2841589640688005
22 16:20:00,0.9387755102040817,98,1,0.01020408163265306,6.173193742434184
22 16:40:00,0.9655172413793104,87,4,0.04597701149425287,4.24327714015276
22 17:00:00,0.9425287356321839,87,6,0.06896551724137931,4.995235947022835
22 17:20:00,0.9375,80,8,0.1,6.648706155353122
22 17:40:00,0.9710144927536232,69,4,0.057971014492753624,5.214815651973089
22 18:00:00,0.9113924050632911,79,4,0.05063291139240506,5.118119087586036
22 18:20:00,0.8705882352941177,85,12,0.1411764705882353,7.265516137867643
22 18:40:00,0.7922077922077922,77,18,0.23376623376623376,10.71822244077921
22 19:00:00,0.8513513513513513,74,7,0.0945945945945946,5.54967786691807
22 19:20:00,0.8676470588235294,68,7,0.10294117647058823,5.013000709402794
22 19:40:00,0.9074074074074074,54,0,0.0,3.4377090791861216
22 20:00:00,0.8378378378378378,37,2,0.05405405405405406,4.264443901733116
22 20:20:00,0.9512195121951219,41,0,0.0,3.338369170029958
22 20:40:00,0.9473684210526315,19,2,0.10526315789473684,11.501805501514012
23 08:00:00,0.8076923076923077,26,2,0.07692307692307693,6.45614540874958
23 08:20:00,0.9333333333333333,45,4,0.08888888888888889,7.0727981461419
23 08:40:00,0.9230769230769231,52,1,0.019230769230769232,5.230360028857277
23 09:00:00,0.9436619718309859,71,2,0.028169014084507043,5.2740447146551945
23 09:20:00,0.9532710280373832,107,0,0.0,3.8870886251330377
23 09:40:00,0.9090909090909091,121,8,0.06611570247933884,7.303556547679153
23 10:00:00,0.9391304347826087,115,4,0.034782608695652174,4.055413118275729
23 10:20:00,0.8880597014925373,134,6,0.04477611940298507,4.2689113075082945
23 10:40:00,0.8823529411764706,153,15,0.09803921568627451,6.6899870039136315
23 11:00:00,0.9342105263157895,152,20,0.13157894736842105,5.835076453550807
23 11:20:00,0.8620689655172413,145,25,0.1724137931034483,6.520987608216026
23 11:40:00,0.95,100,6,0.06,5.424287914435069
23 12:00:00,0.9587628865979382,97,7,0.07216494845360824,8.5817630260079
23 12:20:00,0.9523809523809523,84,1,0.011904761904761904,5.152697509811038
23 12:40:00,0.9069767441860465,86,3,0.03488372093023256,7.213473035891851
