time_window,accept_rate,request,long_waiting,longwait_percent1,longwait_percent2,longwait_percent3,longwait_percent4
07 10:20:00,0.9565217391304348,115,9,0.1391304347826087,0.09652173913043478,0.0782608695652174,0.09043478260869565
07 10:40:00,0.8888888888888888,99,7,0.1111111111111111,0.08282828282828282,0.0707070707070707,0.07878787878787878
07 11:00:00,0.9230769230769231,130,12,0.14615384615384616,0.10846153846153846,0.09230769230769231,0.10307692307692308
07 11:20:00,0.967032967032967,91,5,0.10989010989010989,0.07142857142857142,0.054945054945054944,0.06593406593406594
07 11:40:00,0.9142857142857143,105,2,0.02857142857142857,0.021904761904761903,0.01904761904761905,0.020952380952380955
07 12:00:00,0.9506172839506173,81,1,0.024691358024691357,0.016049382716049384,0.012345679012345678,0.014814814814814814
07 12:20:00,0.8974358974358975,78,5,0.10256410256410256,0.07564102564102565,0.0641025641025641,0.07179487179487179
07 12:40:00,0.92,75,4,0.05333333333333334,0.05333333333333334,0.05333333333333334,0.05333333333333334
07 13:00:00,0.9142857142857143,105,3,0.047619047619047616,0.03428571428571429,0.02857142857142857,0.03238095238095238
07 13:20:00,0.9576271186440678,118,12,0.1271186440677966,0.10932203389830508,0.1016949152542373,0.10677966101694915
07 13:40:00,0.9291338582677166,127,15,0.1732283464566929,0.1346456692913386,0.11811023622047244,0.12913385826771653
07 14:00:00,0.9411764705882353,153,26,0.29411764705882354,0.20718954248366012,0.16993464052287582,0.19477124183006536
07 14:20:00,0.905940594059406,202,41,0.297029702970297,0.2311881188118812,0.20297029702970298,0.22178217821782176
07 14:40:00,0.898936170212766,188,25,0.19148936170212766,0.15053191489361703,0.13297872340425532,0.14468085106382977
07 15:00:00,0.9263157894736842,190,21,0.1631578947368421,0.12631578947368421,0.11052631578947368,0.12105263157894737
07 15:20:00,0.8045454545454546,220,48,0.3181818181818182,0.2481818181818182,0.21818181818181817,0.2381818181818182
07 15:40:00,0.8477157360406091,197,37,0.2436548223350254,0.20456852791878172,0.18781725888324874,0.19898477157360409
07 16:00:00,0.8881578947368421,152,19,0.17763157894736842,0.14078947368421052,0.125,0.1355263157894737
07 16:20:00,0.9204545454545454,176,37,0.2784090909090909,0.23068181818181818,0.21022727272727273,0.22386363636363635
07 16:40:00,0.9375,112,26,0.33035714285714285,0.26160714285714287,0.23214285714285715,0.2517857142857143
07 17:00:00,0.8650793650793651,126,25,0.31746031746031744,0.23412698412698413,0.1984126984126984,0.2222222222222222
07 17:20:00,0.8272727272727273,110,31,0.41818181818181815,0.32272727272727275,0.2818181818181818,0.3090909090909091
07 17:40:00,0.9145299145299145,117,13,0.18803418803418803,0.13418803418803418,0.1111111111111111,0.1264957264957265
07 18:00:00,0.9285714285714286,112,16,0.20535714285714285,0.16160714285714287,0.14285714285714285,0.15535714285714283
07 18:20:00,0.9545454545454546,110,20,0.2545454545454545,0.20363636363636362,0.18181818181818182,0.19636363636363638
07 18:40:00,0.9384615384615385,130,11,0.1076923076923077,0.09153846153846154,0.08461538461538462,0.08923076923076922
07 19:00:00,0.8761904761904762,105,22,0.3333333333333333,0.24666666666666665,0.20952380952380953,0.2342857142857143
07 19:20:00,0.8787878787878788,99,15,0.21212121212121213,0.1696969696969697,0.15151515151515152,0.16363636363636364
07 19:40:00,0.8488372093023255,86,15,0.2441860465116279,0.19534883720930232,0.1744186046511628,0.1883720930232558
07 20:00:00,0.8275862068965517,87,12,0.20689655172413793,0.15862068965517243,0.13793103448275862,0.15172413793103448
07 20:20:00,0.8225806451612904,62,9,0.22580645161290322,0.1693548387096774,0.14516129032258066,0.16129032258064516
07 20:40:00,0.8666666666666667,45,10,0.35555555555555557,0.26222222222222225,0.2222222222222222,0.24888888888888888
08 08:00:00,0.7272727272727273,11,3,0.45454545454545453,0.32727272727272727,0.2727272727272727,0.3090909090909091
08 08:20:00,0.9047619047619048,21,3,0.19047619047619047,0.15714285714285714,0.14285714285714285,0.1523809523809524
08 08:40:00,0.7619047619047619,21,2,0.14285714285714285,0.10952380952380951,0.09523809523809523,0.10476190476190476
08 09:00:00,0.926829268292683,41,7,0.21951219512195122,0.18536585365853658,0.17073170731707318,0.1804878048780488
08 09:20:00,0.9411764705882353,51,2,0.058823529411764705,0.045098039215686274,0.0392156862745098,0.04313725490196079
08 09:40:00,0.9090909090909091,66,2,0.06060606060606061,0.0393939393939394,0.030303030303030304,0.03636363636363636
08 10:00:00,0.95,60,3,0.08333333333333333,0.060000000000000005,0.05,0.056666666666666664
08 10:20:00,0.9680851063829787,94,11,0.1702127659574468,0.13297872340425532,0.11702127659574468,0.1276595744680851
08 10:40:00,0.891566265060241,83,12,0.1927710843373494,0.15903614457831325,0.14457831325301204,0.15421686746987953
08 11:00:00,0.9152542372881356,59,13,0.3898305084745763,0.2711864406779661,0.22033898305084745,0.2542372881355932
08 11:20:00,0.8939393939393939,66,4,0.10606060606060606,0.07424242424242425,0.06060606060606061,0.06969696969696969
08 11:40:00,0.9193548387096774,62,5,0.12903225806451613,0.09516129032258065,0.08064516129032258,0.09032258064516129
08 12:00:00,0.9056603773584906,53,4,0.11320754716981132,0.08679245283018867,0.07547169811320754,0.08301886792452831
08 12:20:00,0.9230769230769231,39,0,,,,
08 12:40:00,1.0,31,0,,,,
08 13:00:00,0.9787234042553191,47,1,0.0425531914893617,0.027659574468085108,0.02127659574468085,0.02553191489361702
08 13:20:00,1.0,28,0,,,,
08 13:40:00,1.0,41,4,0.14634146341463414,0.1121951219512195,0.0975609756097561,0.10731707317073172
08 14:00:00,0.95,60,1,0.03333333333333333,0.021666666666666667,0.016666666666666666,0.02
08 14:20:00,0.9104477611940298,67,2,0.04477611940298507,0.034328358208955224,0.029850746268656716,0.032835820895522394
08 14:40:00,0.9605263157894737,76,2,0.039473684210526314,0.03026315789473684,0.02631578947368421,0.028947368421052635
08 15:00:00,0.9811320754716981,53,1,0.03773584905660377,0.024528301886792454,0.018867924528301886,0.022641509433962263
08 15:20:00,0.967741935483871,62,0,,,,
08 15:40:00,0.9358974358974359,78,5,0.08974358974358974,0.07179487179487179,0.0641025641025641,0.06923076923076923
08 16:00:00,0.9824561403508771,57,1,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.017543859649122806
08 16:20:00,0.9824561403508771,57,0,,,,
08 16:40:00,0.9482758620689655,58,5,0.1206896551724138,0.09655172413793103,0.08620689655172414,0.09310344827586207
08 17:00:00,0.9661016949152542,59,2,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.03389830508474576
08 17:20:00,0.9565217391304348,69,2,0.043478260869565216,0.03333333333333333,0.028985507246376812,0.0318840579710145
08 17:40:00,0.9629629629629629,54,4,0.09259259259259259,0.07962962962962962,0.07407407407407407,0.07777777777777778
08 18:00:00,0.9821428571428571,56,1,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.017857142857142856
08 18:20:00,0.9555555555555556,45,3,0.08888888888888889,0.07333333333333333,0.06666666666666667,0.07111111111111111
08 18:40:00,0.9387755102040817,49,0,,,,
08 19:00:00,0.8780487804878049,41,6,0.2682926829268293,0.18292682926829268,0.14634146341463414,0.17073170731707318
08 19:20:00,0.9642857142857143,28,4,0.21428571428571427,0.16428571428571428,0.14285714285714285,0.15714285714285717
08 19:40:00,0.9354838709677419,31,1,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903
08 20:00:00,0.8888888888888888,18,0,,,,
08 20:20:00,0.8,15,0,,,,
08 20:40:00,0.8571428571428571,14,1,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142
09 08:00:00,0.6923076923076923,13,2,0.23076923076923078,0.1769230769230769,0.15384615384615385,0.16923076923076924
09 08:20:00,1.0,7,0,,,,
09 08:40:00,0.88,25,1,0.04,0.04,0.04,0.04
09 09:00:00,0.9,30,1,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.03333333333333333
09 09:20:00,1.0,32,2,0.09375,0.071875,0.0625,0.06875
09 09:40:00,0.8857142857142857,35,0,,,,
09 10:00:00,0.9795918367346939,49,0,,,,
09 10:20:00,0.9411764705882353,51,5,0.13725490196078433,0.10980392156862745,0.09803921568627451,0.10588235294117648
09 10:40:00,0.9019607843137255,51,3,0.0784313725490196,0.06470588235294117,0.058823529411764705,0.06274509803921569
09 11:00:00,0.9333333333333333,60,2,0.05,0.03833333333333333,0.03333333333333333,0.03666666666666667
09 11:20:00,0.9534883720930233,43,2,0.046511627906976744,0.046511627906976744,0.046511627906976744,0.046511627906976744
09 11:40:00,0.95,40,2,0.1,0.065,0.05,0.06
09 12:00:00,0.9722222222222222,36,1,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776
09 12:20:00,0.9473684210526315,38,1,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.02631578947368421
09 12:40:00,0.9743589743589743,39,1,0.05128205128205128,0.03333333333333333,0.02564102564102564,0.030769230769230767
09 13:00:00,0.9565217391304348,23,0,,,,
09 13:20:00,0.9259259259259259,27,2,0.1111111111111111,0.08518518518518518,0.07407407407407407,0.08148148148148149
09 13:40:00,0.9666666666666667,30,2,0.13333333333333333,0.08666666666666667,0.06666666666666667,0.08
09 14:00:00,0.8947368421052632,38,1,0.05263157894736842,0.034210526315789476,0.02631578947368421,0.031578947368421054
09 14:20:00,0.9761904761904762,42,0,,,,
09 14:40:00,0.9545454545454546,44,2,0.09090909090909091,0.05909090909090909,0.045454545454545456,0.05454545454545454
09 15:00:00,0.9666666666666667,30,2,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667
09 15:20:00,0.9074074074074074,54,3,0.07407407407407407,0.06111111111111111,0.05555555555555555,0.05925925925925926
09 15:40:00,0.9454545454545454,55,2,0.05454545454545454,0.04181818181818182,0.03636363636363636,0.04
09 16:00:00,0.8793103448275862,58,4,0.10344827586206896,0.0793103448275862,0.06896551724137931,0.07586206896551725
09 16:20:00,0.9814814814814815,54,3,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555
09 16:40:00,0.92,50,1,0.02,0.02,0.02,0.02
09 17:00:00,0.9661016949152542,59,1,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288
09 17:20:00,0.9285714285714286,70,4,0.08571428571428572,0.06571428571428571,0.05714285714285714,0.06285714285714286
