time_window,accept_rate
27 17:20:00,1.0
27 17:40:00,0.8695652173913043
27 18:00:00,1.0
27 18:20:00,0.9375
27 18:40:00,1.0
27 19:00:00,0.9285714285714286
27 19:20:00,0.8823529411764706
27 19:40:00,0.7333333333333333
27 20:00:00,1.0
27 20:20:00,0.9
27 20:40:00,0.8461538461538461
28 08:00:00,1.0
28 08:20:00,1.0
28 08:40:00,1.0
28 09:00:00,1.0
28 09:20:00,1.0
28 09:40:00,1.0
28 10:00:00,0.9523809523809523
28 10:20:00,0.9411764705882353
28 10:40:00,0.9310344827586207
28 11:00:00,0.9393939393939394
28 11:20:00,0.8666666666666667
28 11:40:00,0.9375
28 12:00:00,0.875
28 12:20:00,0.8571428571428571
28 12:40:00,0.9259259259259259
28 13:00:00,0.9666666666666667
28 13:20:00,0.8888888888888888
28 13:40:00,1.0
28 14:00:00,1.0
28 14:20:00,0.8307692307692308
28 14:40:00,0.8780487804878049
28 15:00:00,0.8409090909090909
28 15:20:00,0.9166666666666666
28 15:40:00,0.96
28 16:00:00,0.9444444444444444
28 16:20:00,0.9166666666666666
28 16:40:00,0.9302325581395349
28 17:00:00,0.9142857142857143
28 17:20:00,0.8378378378378378
28 17:40:00,0.7352941176470589
28 18:00:00,0.875
28 18:20:00,0.6857142857142857
28 18:40:00,0.7692307692307693
28 19:00:00,0.8148148148148148
28 19:20:00,0.8
28 19:40:00,0.9090909090909091
28 20:00:00,0.9090909090909091
28 20:20:00,0.631578947368421
28 20:40:00,0.5833333333333334
29 08:00:00,0.6666666666666666
29 08:20:00,0.5
29 08:40:00,1.0
29 09:00:00,0.9333333333333333
29 09:20:00,0.9545454545454546
29 09:40:00,0.98
29 10:00:00,1.0
29 10:20:00,0.9166666666666666
29 10:40:00,0.9655172413793104
29 11:00:00,0.9259259259259259
29 11:20:00,0.8518518518518519
29 11:40:00,0.9615384615384616
29 12:00:00,1.0
29 12:20:00,1.0
29 12:40:00,1.0
29 13:00:00,1.0
29 13:20:00,1.0
29 13:40:00,0.9333333333333333
29 14:00:00,0.9696969696969697
29 14:20:00,0.9722222222222222
29 14:40:00,0.875
29 15:00:00,0.9230769230769231
29 15:20:00,0.813953488372093
29 15:40:00,0.9393939393939394
29 16:00:00,0.7741935483870968
29 16:20:00,0.5365853658536586
29 16:40:00,0.6216216216216216
29 17:00:00,0.5555555555555556
29 17:20:00,0.9285714285714286
29 17:40:00,0.7096774193548387
29 18:00:00,0.4
29 18:20:00,0.6086956521739131
29 18:40:00,0.7142857142857143
29 19:00:00,0.6190476190476191
29 19:20:00,0.375
29 19:40:00,0.6923076923076923
29 20:00:00,0.8333333333333334
29 20:20:00,1.0
29 20:40:00,1.0
30 08:00:00,1.0
30 08:20:00,1.0
30 08:40:00,0.875
30 09:00:00,1.0
30 09:20:00,1.0
30 09:40:00,1.0
30 10:00:00,0.96875
30 10:20:00,0.9393939393939394
30 10:40:00,0.8636363636363636
30 11:00:00,0.8478260869565217
30 11:20:00,0.7735849056603774
30 11:40:00,0.9215686274509803
30 12:00:00,0.9473684210526315
30 12:20:00,0.88
30 12:40:00,0.9444444444444444
30 13:00:00,0.9473684210526315
30 13:20:00,0.8285714285714286
30 13:40:00,0.813953488372093
30 14:00:00,0.75
30 14:20:00,0.6567164179104478
30 14:40:00,0.7375
30 15:00:00,0.6271186440677966
30 15:20:00,0.7121212121212122
30 15:40:00,0.6842105263157895
30 16:00:00,0.6790123456790124
30 16:20:00,0.6987951807228916
30 16:40:00,0.6825396825396826
30 17:00:00,0.8571428571428571
30 17:20:00,0.7547169811320755
30 17:40:00,0.5853658536585366
30 18:00:00,0.6851851851851852
30 18:20:00,0.6904761904761905
30 18:40:00,0.7454545454545455
30 19:00:00,0.84
30 19:20:00,0.7692307692307693
30 19:40:00,0.7058823529411765
30 20:00:00,0.7692307692307693
30 20:20:00,0.7391304347826086
30 20:40:00,0.875
01 08:00:00,1.0
01 08:20:00,1.0
01 08:40:00,0.8571428571428571
01 09:00:00,0.8333333333333334
01 09:20:00,1.0
01 09:40:00,1.0
01 10:00:00,1.0
01 10:20:00,0.8571428571428571
01 10:40:00,0.9534883720930233
01 11:00:00,0.8780487804878049
01 11:20:00,0.96875
01 11:40:00,0.9459459459459459
01 12:00:00,0.9444444444444444
01 12:20:00,0.9473684210526315
01 12:40:00,1.0
01 13:00:00,0.9411764705882353
01 13:20:00,0.9411764705882353
01 13:40:00,1.0
01 14:00:00,0.9166666666666666
01 14:20:00,1.0
01 14:40:00,1.0
01 15:00:00,1.0
01 15:20:00,0.9411764705882353
01 15:40:00,1.0
01 16:00:00,0.9642857142857143
01 16:20:00,0.9354838709677419
01 16:40:00,0.9375
01 17:00:00,0.8484848484848485
01 17:20:00,1.0
01 17:40:00,0.8888888888888888
01 18:00:00,0.7857142857142857
01 18:20:00,0.9375
01 18:40:00,0.8421052631578947
01 19:00:00,0.9285714285714286
01 19:20:00,0.9166666666666666
01 19:40:00,0.8888888888888888
01 20:00:00,1.0
01 20:20:00,1.0
01 20:40:00,0.75
02 08:00:00,1.0
02 08:20:00,0.875
02 08:40:00,1.0
02 09:00:00,1.0
02 09:20:00,1.0
02 09:40:00,0.8823529411764706
02 10:00:00,1.0
02 10:20:00,0.9583333333333334
02 10:40:00,0.8
02 11:00:00,0.9615384615384616
02 11:20:00,1.0
02 11:40:00,0.875
02 12:00:00,0.8636363636363636
02 12:20:00,0.9523809523809523
02 12:40:00,1.0
02 13:00:00,0.7692307692307693
02 13:20:00,1.0
02 13:40:00,0.9166666666666666
02 14:00:00,1.0
02 14:20:00,0.9090909090909091
02 14:40:00,0.9230769230769231
02 15:00:00,1.0
02 15:20:00,0.96
02 15:40:00,0.8823529411764706
02 16:00:00,0.75
02 16:20:00,0.9444444444444444
02 16:40:00,0.9333333333333333
02 17:00:00,1.0
02 17:20:00,0.8214285714285714
02 17:40:00,0.7777777777777778
02 18:00:00,0.9166666666666666
02 18:20:00,0.9333333333333333
02 18:40:00,0.6666666666666666
02 19:00:00,0.9230769230769231
02 19:20:00,0.7777777777777778
02 19:40:00,0.7857142857142857
02 20:00:00,0.8571428571428571
02 20:20:00,0.8333333333333334
02 20:40:00,0.7777777777777778
03 08:00:00,1.0
03 08:20:00,1.0
03 08:40:00,0.9
03 09:00:00,0.9333333333333333
03 09:20:00,1.0
03 09:40:00,0.9473684210526315
03 10:00:00,0.96
03 10:20:00,0.8333333333333334
03 10:40:00,0.8148148148148148
03 11:00:00,0.8918918918918919
03 11:20:00,0.84375
03 11:40:00,0.9473684210526315
03 12:00:00,1.0
03 12:20:00,1.0
03 12:40:00,1.0
03 13:00:00,1.0
03 13:20:00,0.875
03 13:40:00,0.9444444444444444
03 14:00:00,0.8928571428571429
03 14:20:00,0.7741935483870968
03 14:40:00,0.5795454545454546
03 15:00:00,0.7837837837837838
03 15:20:00,0.8205128205128205
03 15:40:00,0.7575757575757576
03 16:00:00,0.7666666666666667
03 16:20:00,0.9642857142857143
03 16:40:00,0.9545454545454546
03 17:00:00,0.9565217391304348
03 17:20:00,0.8928571428571429
03 17:40:00,0.9545454545454546
03 18:00:00,0.72
03 18:20:00,0.6206896551724138
03 18:40:00,0.8333333333333334
03 19:00:00,0.8823529411764706
03 19:20:00,0.9
03 19:40:00,1.0
03 20:00:00,0.8888888888888888
03 20:20:00,0.75
03 20:40:00,1.0
