timewindow,average_waiting_time
16 16:40:00,2.271936448517008
16 17:00:00,2.2465021303847976
16 17:20:00,5.045982411111049
16 17:40:00,6.522003926015367
16 18:00:00,4.912535096574248
16 18:20:00,4.6968112189170235
16 18:40:00,3.546399548679892
16 19:00:00,3.599826973014408
16 19:20:00,3.3492290249892633
16 19:40:00,3.7584670384724936
16 20:00:00,1.2295555292235483
16 20:20:00,1.534127146667904
16 20:40:00,1.0951835751533507
17 08:00:00,0.9247159322102865
17 08:20:00,0.14461030264695485
17 08:40:00,6.904488994015588
17 09:00:00,5.907392837784507
17 09:20:00,6.403033257231994
17 09:40:00,2.6810980099335056
17 10:00:00,3.4176404987772306
17 10:20:00,4.991674008340011
17 10:40:00,3.4433094437094947
17 11:00:00,2.7347763844158344
17 11:20:00,1.1957291376443553
17 11:40:00,1.5650726626316704
17 12:00:00,1.337402930524614
17 12:20:00,1.1778312249316112
17 12:40:00,0.6434377823120508
17 13:00:00,0.3827023831280796
17 13:20:00,1.3674712475803164
17 13:40:00,0.7966559372696221
17 14:00:00,0.9137611958185832
17 14:20:00,1.3056040362075523
17 14:40:00,0.7867930630157736
17 15:00:00,0.35738306967417394
17 15:20:00,0.7179521691414616
17 15:40:00,0.6520487491289775
17 16:00:00,0.8203833120663961
17 16:20:00,0.5830620527267456
17 16:40:00,0.5487459116511874
17 17:00:00,1.759272975538984
17 17:20:00,1.738085333333499
17 17:40:00,1.9310660651235871
17 18:00:00,3.4153269401303046
17 18:20:00,2.8280608527171305
17 18:40:00,3.1851153468092286
17 19:00:00,2.727349582990011
17 19:20:00,1.0685347550445132
17 19:40:00,1.9654377945264183
17 20:00:00,1.9459329201115498
17 20:20:00,1.6914849524696667
17 20:40:00,1.3416168967882791
18 08:00:00,0.07705386479695638
18 08:20:00,0.37024428049723307
18 08:40:00,0.4155914611286587
18 09:00:00,0.7994493528207143
18 09:20:00,1.4960776994625729
18 09:40:00,1.1219439637966646
18 10:00:00,3.189564657778967
18 10:20:00,2.2672584439317385
18 10:40:00,2.280025826509182
18 11:00:00,3.596086597442627
18 11:20:00,2.4071451728160564
18 11:40:00,1.8094560345013937
18 12:00:00,1.5248385047912596
18 12:20:00,0.4727820098400116
18 12:40:00,0.2837206923299365
18 13:00:00,0.20402312676111858
18 13:20:00,0.14558797424489803
18 13:40:00,0.5624104424317677
18 14:00:00,0.2128118963468642
18 14:20:00,0.28561936364029394
18 14:40:00,0.3323082138510311
18 15:00:00,0.19977368008006702
18 15:20:00,0.22439884344736732
18 15:40:00,0.3422859247525533
18 16:00:00,0.27260478920406767
18 16:20:00,1.1864902026725537
18 16:40:00,1.9683361375541018
18 17:00:00,1.7025868875009043
18 17:20:00,2.061292660236359
18 17:40:00,3.4687159377595647
18 18:00:00,3.487081943733105
18 18:20:00,1.7580655235714382
18 18:40:00,0.6403416554133098
18 19:00:00,0.6463362657662594
18 19:20:00,1.66275272658377
18 19:40:00,0.7196853892008462
18 20:00:00,0.4374717911084493
18 20:20:00,0.1743194401264191
18 20:40:00,0.7968862597147625
19 08:00:00,0.334848169485728
19 08:20:00,0.6552388926347097
19 08:40:00,2.3262292512825553
19 09:00:00,0.860837208852172
19 09:20:00,0.9878157216149408
19 09:40:00,1.77486453572909
19 10:00:00,0.8808950807803717
19 10:20:00,0.6522961355637813
19 10:40:00,2.1546254248668744
19 11:00:00,1.8137661737424355
19 11:20:00,1.4324861371155941
19 11:40:00,1.0115382784291316
19 12:00:00,1.1301710321505865
19 12:20:00,0.7151517268021902
19 12:40:00,0.18340216315153876
19 13:00:00,0.43131039767038254
19 13:20:00,0.8325593659843223
19 13:40:00,0.6676236222187677
19 14:00:00,1.8860483298226007
19 14:20:00,1.137007841076514
19 14:40:00,1.6895499976669868
19 15:00:00,1.188541408909692
19 15:20:00,1.1250381296063647
19 15:40:00,0.9466163110251379
19 16:00:00,1.5719249028629727
19 16:20:00,1.407060133934021
19 16:40:00,3.1156611749419465
19 17:00:00,2.3373451916610497
19 17:20:00,3.2650065228794563
19 17:40:00,6.10070455794533
19 18:00:00,4.204234438953978
19 18:20:00,6.717579097747803
19 18:40:00,8.217440617084502
19 19:00:00,11.533402889966965
19 19:20:00,5.449748537054769
19 19:40:00,4.947427600953314
19 20:00:00,10.638557970523834
19 20:20:00,5.844255807499091
19 20:40:00,10.299451913720086
20 08:00:00,1.2909986861546834
20 08:20:00,5.195079684257507
20 08:40:00,0.17749625510639613
20 09:00:00,1.1254709143387642
20 09:20:00,0.2931613051096598
20 09:40:00,0.6219648128464109
20 10:00:00,0.688020560476515
20 10:20:00,0.7860006319151983
20 10:40:00,0.43811454045697573
20 11:00:00,1.462942484418551
20 11:20:00,1.9319622882387855
20 11:40:00,1.5853713052802616
20 12:00:00,1.5346006404470511
20 12:20:00,1.1689777522911258
20 12:40:00,1.0065858596249633
20 13:00:00,0.5725374499956768
20 13:20:00,1.3979972508218554
20 13:40:00,1.02990432841736
20 14:00:00,1.0763199138915402
20 14:20:00,2.1289797760070637
20 14:40:00,2.3205887359778092
20 15:00:00,2.5084442171920722
20 15:20:00,2.63269873867687
20 15:40:00,3.5365395320786357
20 16:00:00,3.309603196847524
20 16:20:00,1.8345148301448957
20 16:40:00,1.0111449153799759
20 17:00:00,2.774776008996096
20 17:20:00,2.0609367211659753
20 17:40:00,2.7833957728885466
20 18:00:00,4.781027358006208
20 18:20:00,4.134678795082229
20 18:40:00,2.8857677039279728
20 19:00:00,1.9663185038566586
20 19:20:00,2.7571181826591493
20 19:40:00,4.867743216090733
20 20:00:00,3.1736028389798268
20 20:20:00,0.9189169058093317
20 20:40:00,0.7516128116183812
21 08:00:00,0.20535801194963002
21 08:20:00,0.5420194359620412
21 08:40:00,0.9500281545850966
21 09:00:00,0.20864744053946602
21 09:20:00,0.1660171421996334
21 09:40:00,0.779835360745589
21 10:00:00,0.33618926412315775
21 10:20:00,1.1017037834439958
21 10:40:00,1.1873404883569292
21 11:00:00,1.2859718676085943
21 11:20:00,1.4185051005260614
21 11:40:00,1.1057491288040626
21 12:00:00,0.5271703674679711
21 12:20:00,0.5977046695848307
21 12:40:00,2.128318937008198
21 13:00:00,1.45620612687962
21 13:20:00,1.1215267901067378
21 13:40:00,4.639971454306083
21 14:00:00,4.658469267629443
21 14:20:00,4.879706465224831
21 14:40:00,4.6221989800763685
21 15:00:00,3.1473645044818066
21 15:20:00,4.790679545771508
21 15:40:00,1.9277903061590076
21 16:00:00,2.079243287634342
21 16:20:00,2.2251527320920377
21 16:40:00,2.046043198638492
21 17:00:00,0.8895646189465936
21 17:20:00,1.0325317553984812
21 17:40:00,3.413486550141264
21 18:00:00,4.139379804182536
21 18:20:00,3.579534232988953
21 18:40:00,1.522853256927596
21 19:00:00,0.8641653396465161
21 19:20:00,0.5765239761935341
21 19:40:00,0.5231413586934408
21 20:00:00,1.4859146217505137
21 20:20:00,0.6963484100500743
21 20:40:00,0.5133863856395086
22 08:00:00,1.099028014474445
22 08:20:00,0.30401671727498375
22 08:40:00,0.3198854335149129
22 09:00:00,0.4156225257959122
22 09:20:00,0.4294368208779229
22 09:40:00,0.24560087457433472
22 10:00:00,0.8443898840745289
22 10:20:00,1.571048748034697
22 10:40:00,1.0841845253661824
22 11:00:00,3.217381882424257
22 11:20:00,2.082644867987344
22 11:40:00,3.45362210503331
22 12:00:00,2.0835635603041873
22 12:20:00,0.6638648137901769
22 12:40:00,1.8389599372943242
22 13:00:00,0.4540874282519022
22 13:20:00,0.8497368940135889
22 13:40:00,0.6913687899708748
22 14:00:00,0.825428335136837
22 14:20:00,2.0595350084702178
22 14:40:00,3.028267178127357
22 15:00:00,5.1268754039714555
22 15:20:00,3.4241180076485582
22 15:40:00,3.0605184966012047
22 16:00:00,0.7604278514414659
22 16:20:00,0.5602555931409201
22 16:40:00,0.6847919777327893
22 17:00:00,1.4243458155601745
22 17:20:00,1.6027932050787372
22 17:40:00,1.1662541884364506
22 18:00:00,0.6004124080925656
22 18:20:00,3.0824977879722906
22 18:40:00,5.131011548969481
22 19:00:00,1.3020936146378517
22 19:20:00,0.9947857401309869
22 19:40:00,0.9225379837883843
22 20:00:00,0.38510279059410096
22 20:20:00,0.3377973440921668
22 20:40:00,0.11908993323644003
23 08:00:00,0.8323669281270769
23 08:20:00,0.7955464107018929
23 08:40:00,0.38906129995981853
23 09:00:00,1.1308412967870634
23 09:20:00,0.757020618671026
23 09:40:00,0.7249398915304078
23 10:00:00,1.0267176256730006
23 10:20:00,0.9620467520499412
23 10:40:00,1.548622441603467
23 11:00:00,4.685027338538254
23 11:20:00,3.349482038002164
23 11:40:00,1.5223420640473724
23 12:00:00,0.6508148547531903
23 12:20:00,0.3898342740204599
23 12:40:00,0.4024872203027049
23 13:00:00,1.619545542626154
23 13:20:00,0.5532189332602316
23 13:40:00,1.204908514905859
23 14:00:00,1.8337682517222418
23 14:20:00,3.777489605376391
23 14:40:00,5.3040830378629735
23 15:00:00,7.027011373741873
23 15:20:00,5.542730802681014
23 15:40:00,3.832685867108796
23 16:00:00,4.2738526831973696
23 16:20:00,5.314565910115127
23 16:40:00,4.627905425704117
23 17:00:00,5.5258141339230695
23 17:20:00,6.333571371181991
23 17:40:00,3.9179834772800577
23 18:00:00,3.8908809588750195
23 18:20:00,3.3809804589852037
23 18:40:00,3.5793970563615023
23 19:00:00,3.654208723913159
23 19:20:00,1.684459704756737
23 19:40:00,1.830965686065179
23 20:00:00,2.828336594899495
23 20:20:00,1.3598597465621103
23 20:40:00,1.0053486712773638
24 08:20:00,4.118603151856047
24 08:40:00,1.9871250875790913
24 09:00:00,0.7618446982268131
24 09:20:00,2.432373170455297
24 09:40:00,1.036705409447352
24 10:00:00,1.139373041590055
24 10:20:00,1.2400690841047386
24 10:40:00,3.1641645766439894
24 11:00:00,3.9715076239158713
24 11:20:00,2.045953435216631
24 11:40:00,2.2547115098105537
24 12:00:00,0.8596352222065131
24 12:20:00,0.4235405200567002
24 12:40:00,1.2079176574042345
24 13:00:00,0.4948036001278803
24 13:20:00,1.0068675472622826
24 13:40:00,0.2736050131144347
24 14:00:00,2.1970569296677906
24 14:20:00,0.2643951972325642
24 14:40:00,1.278519858443548
24 15:00:00,0.5643238437898233
24 15:20:00,0.9144376397132874
24 15:40:00,1.541398094346126
24 16:00:00,0.7858884599473741
24 16:20:00,0.9006424972505281
24 16:40:00,0.6312269657452901
24 17:00:00,1.4028488499146918
24 17:20:00,0.5526075967152912
24 17:40:00,2.859592474831475
24 18:00:00,0.5263358287016551
24 18:20:00,0.6293062318455088
24 18:40:00,2.456063145399093
24 19:00:00,1.347324602376847
24 19:20:00,1.546165497792073
24 19:40:00,2.253255900358542
24 20:00:00,4.663221753526617
24 20:20:00,1.158738945424557
24 20:40:00,2.474531375920331
25 08:00:00,0.6299150983492533
25 08:20:00,0.3676014092233446
25 08:40:00,1.3504560497072007
25 09:00:00,1.2282410593827566
25 09:20:00,0.38458932042121885
25 09:40:00,0.251739205121994
25 10:00:00,2.77861204991738
25 10:20:00,0.8476814962923527
25 10:40:00,1.3175246718383973
25 11:00:00,1.2924109325408935
25 11:20:00,2.209115822315216
25 11:40:00,1.6707861562569932
25 12:00:00,1.5193731200127376
25 12:20:00,0.4418164893984795
25 12:40:00,0.6360923243893518
25 13:00:00,0.2812073822816213
25 13:20:00,0.7209245832193465
25 13:40:00,0.33436798751354213
25 14:00:00,0.7976788907580906
25 14:20:00,0.27658539613087973
