timewindow,average_waiting_time
25 14:40:00,2.24190475713639
25 15:00:00,0.537244392525066
25 15:20:00,0.23737200498580938
25 15:40:00,0.1699937471637019
25 16:00:00,0.3418120168977314
25 16:20:00,2.3328733155462476
25 16:40:00,2.632433661619822
25 17:00:00,4.091644243399302
25 17:20:00,2.179325200295916
25 17:40:00,3.850564009613461
25 18:00:00,7.484492038152155
25 18:20:00,3.2061339968442923
25 18:40:00,3.4201528231302905
25 19:00:00,2.152292526209796
25 19:20:00,3.0592579934332105
25 19:40:00,6.747568208972614
25 20:00:00,3.434288711018032
25 20:20:00,3.9010065901847115
25 20:40:00,6.84978363059816
26 08:00:00,3.657381457090377
26 08:20:00,0.5869378189245861
26 08:40:00,1.7994255770336496
26 09:00:00,0.5927478290071673
26 09:20:00,0.607064129595171
26 09:40:00,3.324756220976512
26 10:00:00,2.13099097978501
26 10:20:00,1.2087988515398396
26 10:40:00,1.8361357226331012
26 11:00:00,2.0449134438645613
26 11:20:00,2.838108058851592
26 11:40:00,1.2734189319610598
26 12:00:00,0.43793160991063196
26 12:20:00,0.21566989317274934
26 12:40:00,0.8577162808179857
26 13:00:00,0.4108105224591714
26 13:20:00,0.6376996194473422
26 13:40:00,1.7323490339914958
26 14:00:00,1.8636756124950595
26 14:20:00,2.804154987949315
26 14:40:00,1.835767905781235
26 15:00:00,0.5437196144112594
26 15:20:00,1.4420238812764485
26 15:40:00,1.9963010973790114
26 16:00:00,1.4514507782000763
26 16:20:00,1.3514710433181676
26 16:40:00,0.538125919837218
26 17:00:00,1.4274961778322857
26 17:20:00,0.5237517976466519
26 17:40:00,0.5078063117133247
26 18:00:00,1.2852613740497165
26 18:20:00,0.42090021928151444
26 18:40:00,0.9928339299033668
26 19:00:00,0.46974831367983966
26 19:20:00,0.46755163023869195
26 19:40:00,0.8952944020430247
26 20:00:00,0.3340696349288478
26 20:20:00,0.2895011538114303
26 20:40:00,0.48752462466557817
27 08:00:00,1.6048614394664764
27 08:20:00,0.5433723155657451
27 08:40:00,1.1956114434728435
27 09:00:00,0.6963660448025434
27 09:20:00,0.6932107650666011
27 09:40:00,0.4151984890302023
27 10:00:00,0.2864299663326197
27 10:20:00,0.47974804911187036
27 10:40:00,0.6319793167414967
27 11:00:00,1.383615270166686
27 11:20:00,1.0504219332227
27 11:40:00,1.1661034403244652
27 12:00:00,1.285463037179864
27 12:20:00,0.21703681424260143
27 12:40:00,1.812209787633684
27 13:00:00,0.44298976372789467
27 13:20:00,0.17040103168198556
27 13:40:00,0.7975767840730382
27 14:00:00,1.400559663772583
27 14:20:00,3.0563169290622074
27 14:40:00,2.8193603611181652
27 15:00:00,1.15446838414532
27 15:20:00,0.6829109449445467
27 15:40:00,0.678041465194137
27 16:00:00,0.7020988925909385
27 16:20:00,0.6792361083484831
27 16:40:00,0.6289022788168892
27 17:00:00,0.5793850197189155
27 17:20:00,1.3193603011540003
27 17:40:00,1.391358741470005
27 18:00:00,0.7575511574745178
27 18:20:00,1.8033727474510668
27 18:40:00,1.1956449755723926
27 19:00:00,3.4752008886564343
27 19:20:00,1.0593706180067621
27 19:40:00,1.5224936085277134
27 20:00:00,1.871080932793794
27 20:20:00,1.6675846036275228
27 20:40:00,3.5954410977852658
28 08:00:00,3.093774039745331
28 08:20:00,0.40089393854141236
28 08:40:00,0.3816955731028603
28 09:00:00,0.18367212663094204
28 09:20:00,0.6437321325143179
28 09:40:00,0.22025960175196327
28 10:00:00,0.19390078953334264
28 10:20:00,0.5835970111921722
28 10:40:00,0.35664005786523056
28 11:00:00,0.7932605101604657
28 11:20:00,1.8718627755730242
28 11:40:00,0.7588356191913286
28 12:00:00,0.16148550932606062
28 12:20:00,0.4452592066356114
28 12:40:00,1.2267621832129398
28 13:00:00,0.4490853856669533
28 13:20:00,0.4003536758599458
28 13:40:00,0.34069832127581373
28 14:00:00,1.6486336444814995
28 14:20:00,2.4702285934717225
28 14:40:00,4.410177649036656
28 15:00:00,3.6053556804404123
28 15:20:00,3.7895186781883243
28 15:40:00,3.035741225083669
28 16:00:00,2.185908062369735
28 16:20:00,1.5134033636914361
28 16:40:00,1.9307149147802543
28 17:00:00,1.77010723000481
28 17:20:00,2.592446938291326
28 17:40:00,1.6354340795208426
28 18:00:00,5.218339679936569
28 18:20:00,4.201180075009664
28 18:40:00,4.907101425146444
28 19:00:00,3.4545618161743077
28 19:20:00,4.867680540217294
28 19:40:00,2.7014474875999217
28 20:00:00,3.1860247503627424
28 20:20:00,1.585404354647586
28 20:40:00,1.374281253417333
29 08:00:00,0.8259065773752
29 08:20:00,0.23026612202326457
29 08:40:00,0.3942889372507731
29 09:00:00,0.9848986360761856
29 09:20:00,1.1474149664243063
29 09:40:00,0.912608436107636
29 10:00:00,0.44022124577791266
29 10:20:00,1.256156860126389
29 10:40:00,0.4347370598508023
29 11:00:00,1.218955209520128
29 11:20:00,1.4191530935558268
29 11:40:00,0.5380811547621702
29 12:00:00,0.32720543471249663
29 12:20:00,0.15694952878085047
29 12:40:00,0.29499900837739307
29 13:00:00,0.20963378310203554
29 13:20:00,0.3570075678825378
29 13:40:00,0.6375134722391764
29 14:00:00,0.9469321774713922
29 14:20:00,0.7279912517026618
29 14:40:00,2.4751897593339276
29 15:00:00,1.2668052725302867
29 15:20:00,1.1364698493203453
29 15:40:00,2.5273553978313092
29 16:00:00,4.862187673327745
29 16:20:00,4.870820127948512
29 16:40:00,3.085198058845761
29 17:00:00,4.416861056398464
29 17:20:00,1.6179478202547346
29 17:40:00,2.7996849463832
29 18:00:00,3.557368392944335
29 18:20:00,3.740239740800168
29 18:40:00,3.580618249045478
29 19:00:00,4.535269944629972
29 19:20:00,3.5951067487398785
29 19:40:00,2.9009096668316774
29 20:00:00,3.833032366302278
29 20:20:00,0.3987030039230982
29 20:40:00,0.3246011336644491
30 08:00:00,1.4552993416786193
30 08:20:00,0.625756025314331
30 08:40:00,1.0157156934340796
30 09:00:00,0.24387031683215385
30 09:20:00,0.33542993013064076
30 09:40:00,1.4661344552385631
30 10:00:00,1.1009214996049799
30 10:20:00,1.024802479479048
30 10:40:00,1.60931380580772
30 11:00:00,3.5268339711686845
30 11:20:00,2.4572537161269277
30 11:40:00,2.7051387411317016
30 12:00:00,1.3626885334650678
30 12:20:00,1.1866789366404218
30 12:40:00,1.5401958251440968
30 13:00:00,1.8735873195162993
30 13:20:00,3.1552406532423842
30 13:40:00,2.762158358928769
30 14:00:00,5.3254213904892955
30 14:20:00,8.389844074593256
30 14:40:00,6.6230517785747836
30 15:00:00,6.662470596321557
30 15:20:00,6.232349923042337
30 15:40:00,5.740053130085007
30 16:00:00,7.243401911768894
30 16:20:00,6.7136107585037585
30 16:40:00,5.020632860332571
30 17:00:00,5.168245760599772
30 17:20:00,4.585393955647572
30 17:40:00,7.383736561081272
30 18:00:00,4.812475271578189
30 18:20:00,5.520413934143763
30 18:40:00,4.308103120904981
30 19:00:00,4.453241999467213
30 19:20:00,3.4103742003440867
30 19:40:00,3.847246391165491
30 20:00:00,2.070835668307084
30 20:20:00,3.1472102614416597
30 20:40:00,2.257831150790056
01 08:00:00,1.0952899098396303
01 08:20:00,0.3128677161534627
01 08:40:00,0.4760080042339507
01 09:00:00,0.40195819007025824
01 09:20:00,0.35753508806228634
01 09:40:00,0.2826654314994812
01 10:00:00,0.2726321694056193
01 10:20:00,0.903361240171251
01 10:40:00,0.47491197863290496
01 11:00:00,1.8380045751246015
01 11:20:00,0.6952287445465722
01 11:40:00,0.9023224616909888
01 12:00:00,0.606431112686793
01 12:20:00,0.6191790865178693
01 12:40:00,1.310283397634824
01 13:00:00,0.9679074581931618
01 13:20:00,1.2403427460614374
01 13:40:00,0.7358308730522791
01 14:00:00,0.38708949022822914
01 14:20:00,1.8233823864548293
01 14:40:00,1.132039069561731
01 15:00:00,0.30019422824355385
01 15:20:00,0.38852373127843814
01 15:40:00,0.194536339301689
01 16:00:00,0.31700644748551504
01 16:20:00,0.8360162588857836
01 16:40:00,0.930430903658271
01 17:00:00,0.9821617207141838
01 17:20:00,0.7121015962432413
01 17:40:00,0.9913468356485721
01 18:00:00,1.5827117843287333
01 18:20:00,1.5590435276428853
01 18:40:00,1.6909696733742425
01 19:00:00,0.7302118815126872
01 19:20:00,2.711560508939955
01 19:40:00,1.4129849557523375
01 20:00:00,0.7575871541386558
01 20:20:00,1.8367432728409767
01 20:40:00,1.2480073456962903
02 08:00:00,1.184167817234993
02 08:20:00,0.2532582089304924
02 08:40:00,0.520300911532508
02 09:00:00,1.1044944524765015
02 09:20:00,0.4316697106216894
02 09:40:00,0.7076259461103701
02 10:00:00,0.962913707040605
02 10:20:00,1.2218803736898636
02 10:40:00,1.2923974375724796
02 11:00:00,0.569686025992418
02 11:20:00,0.41858600815137226
02 11:40:00,1.6160858454803626
02 12:00:00,1.6197969241575763
02 12:20:00,1.5929006251077802
02 12:40:00,0.23059203841469508
02 13:00:00,0.40899646496161435
02 13:20:00,0.2622989142382587
02 13:40:00,0.17558532787693873
02 14:00:00,0.43047193288803093
02 14:20:00,0.2880961183345679
02 14:40:00,0.8432501792907714
02 15:00:00,1.0024234570954977
02 15:20:00,1.4556698748270671
02 15:40:00,1.009090645640504
02 16:00:00,2.157020226688612
02 16:20:00,0.9341723609853676
02 16:40:00,0.5525729971461826
02 17:00:00,0.5831539501746497
02 17:20:00,3.636882221556845
02 17:40:00,4.607861598774239
02 18:00:00,2.4761928220589953
02 18:20:00,0.6226523486773171
02 18:40:00,3.25955899225341
02 19:00:00,0.5033870538075765
02 19:20:00,2.2683467087922273
02 19:40:00,2.1193405046349483
02 20:00:00,1.3987750842457722
02 20:20:00,2.112933872805701
02 20:40:00,2.626605646257046
03 08:00:00,2.4194989800453186
03 08:20:00,0.27853233019510903
03 08:40:00,0.18856538136800133
03 09:00:00,0.46488426314459913
03 09:20:00,0.32061256598203614
03 09:40:00,0.6162548755344591
03 10:00:00,0.6004669558207194
03 10:20:00,3.04350028263198
03 10:40:00,2.1548284137690508
03 11:00:00,1.1303324223638658
03 11:20:00,1.081360926479101
03 11:40:00,1.286158007487916
03 12:00:00,0.6006492568386925
03 12:20:00,0.26000351327838317
03 12:40:00,0.33645049360063345
03 13:00:00,0.18525366187095646
03 13:20:00,0.5176095868150392
03 13:40:00,0.5586876149530764
03 14:00:00,1.2660939125787642
03 14:20:00,3.4426466330405208
03 14:40:00,7.570954955166039
03 15:00:00,2.9161371595150714
03 15:20:00,3.9278212824438365
03 15:40:00,4.133827338194606
03 16:00:00,1.1993539635340373
03 16:20:00,1.3542711016677678
03 16:40:00,1.8031332021409816
03 17:00:00,1.0989641206851906
03 17:20:00,1.6612725530351913
03 17:40:00,1.078551024379152
03 18:00:00,3.2036402289072674
03 18:20:00,3.111590362143242
03 18:40:00,3.5866960247357684
03 19:00:00,1.1926555577446432
03 19:20:00,1.44231337984403
03 19:40:00,1.4504492619098763
03 20:00:00,1.4525083541870119
03 20:20:00,1.6935602804025014
03 20:40:00,1.526471781730652
